"Timestamp","Actual_CoMX","Actual_CoMY","Actual_CoMZ","Trajectory_CoMX","Trajectory_CoMY","Trajectory_CoMZ","Actual_CoMVelX","Actual_CoMVelY","Actual_CoMVelZ","Trajectory_CoMVelX","Trajectory_CoMVelY","Trajectory_CoMVelZ","Actual_CoMAccX","Actual_CoMAccY","Actual_CoMAccZ","Trajectory_CoMAccX","Trajectory_CoMAccY","Trajectory_CoMAccZ"
0.001,93.3686,-21.5834,887.093,86.1308,-1.48234,860,0,0,0,1.18936,0.0164879,0,0,0,0,237.87,3.29758,0
0.002,93.3686,-21.5834,887.093,86.1308,-1.48234,860,-1.84821,-10.7059,9.49596,1.18936,0.016488,0,0,0,0,237.87,3.2976,0
0.003,93.3668,-21.5941,887.102,86.1266,-1.48067,860,-4.70814,-10.1543,34.8834,1.18936,0.0164489,0,-2859.93,551.666,25387.4,237.87,3.28978,0
0.004,93.3621,-21.6042,887.137,86.1298,-1.4858,860,-5.4135,-9.90679,36.6362,1.18936,0.0164468,0,-705.359,247.472,1752.87,237.87,3.28937,0
0.005,93.3567,-21.6141,887.174,86.1416,-1.50287,860,-6.67662,-8.29653,38.7008,1.18936,0.0164423,0,-1263.12,1610.25,2064.57,237.87,3.28846,0
0.006,93.35,-21.6224,887.212,86.1554,-1.53146,860,-8.0744,-6.24479,40.4328,1.18936,0.0164619,0,-1397.78,2051.74,1732.03,237.87,3.29239,0
0.007,93.3419,-21.6287,887.253,86.1708,-1.56949,860,-8.30445,-5.70381,30.0013,1.18936,0.0165074,0,-230.058,540.978,-10431.5,237.87,3.30148,0
0.008,93.3336,-21.6344,887.283,86.1874,-1.62571,860,-8.63649,-5.08607,20.046,1.18936,0.0165678,0,-332.035,617.749,-9955.36,237.87,3.31357,0
0.009,93.325,-21.6395,887.303,86.2016,-1.69672,860,-8.90103,-4.5092,10.0267,1.18935,0.0166472,0,-264.54,576.865,-10019.3,237.87,3.32945,0
0.01,93.3161,-21.644,887.313,86.2138,-1.78168,860,-9.10596,-3.98093,0.0108915,1.18935,0.0167472,0,-204.93,528.276,-10015.8,237.87,3.34944,0
0.011,93.307,-21.648,887.313,86.224,-1.87983,860,-9.28216,-3.49233,-10.0016,1.18935,0.0168678,0,-176.198,488.598,-10012.5,237.869,3.37355,0
0.012,93.2977,-21.6515,887.303,86.2325,-1.99069,860,-9.43485,-3.03432,-20.0113,1.18935,0.0170084,0,-152.691,458.007,-10009.7,237.869,3.40167,0
0.013,93.2883,-21.6545,887.283,86.2397,-2.11392,860,-9.56765,-2.60021,-30.0171,1.18935,0.0171684,0,-132.796,434.11,-10005.8,237.868,3.43369,0
