"Timestamp","Actual_ZMPX","Actual_ZMPY","Trajectory_ZMPX","Trajectory_ZMPY","Reference_ZMPX","Reference_ZMPY","MultiBody_ZMPX","MultiBody_ZMPY","LinearMomentumX","LinearMomentumY","LinearMomentumZ","AngularMomentumX","AngularMomentumY","AngularMomentumZ"
0.018,99.1025,-53.7199,86.2579,-2.90569,86.2579,-2.90569,-380.508,-777.591,-0.718,-0.048929,-5.73465,0.924686,-0.358429,-0.246556
0.019,98.2663,-52.4943,86.2607,-3.09715,86.2607,-3.09715,-396.035,-859.144,-0.721994,-0.0244722,-6.44948,0.94958,-0.297283,-0.26154
0.02,97.5376,-51.2948,86.2633,-3.29892,86.2633,-3.29892,-412.912,-940.163,-0.72542,-0.000965532,-7.16376,0.974871,-0.236108,-0.276155
0.021,96.9121,-50.1211,86.2656,-3.51065,86.2656,-3.51065,-431.614,-1019.24,-0.728359,0.0216138,-7.87749,1.00045,-0.174903,-0.290331
0.022,96.3832,-48.982,86.2677,-3.73198,86.2677,-3.73198,-452.895,-1095.12,-0.730885,0.0432908,-8.59068,1.0262,-0.113674,-0.304007
0.023,95.9421,-47.8805,86.2696,-3.96256,86.2696,-3.96256,-477.414,-1167.31,-0.73307,0.0640977,-9.30332,1.052,-0.052427,-0.317131
0.024,95.5834,-46.8214,86.2714,-4.20205,86.2714,-4.20205,-505.764,-1234.3,-0.734979,0.0840678,-10.0154,1.07775,0.0088293,-0.329659
0.025,95.2952,-45.8065,86.2731,-4.45011,86.2731,-4.45011,-538.508,-1296.03,-0.736667,0.103236,-10.727,1.10332,0.0700879,-0.341554
0.026,93.8661,-44.7142,86.2747,-4.70638,86.2747,-4.70638,-567.772,-1350.76,-0.73723,0.121542,-11.438,1.12863,0.131403,-0.352766
0.027,93.8495,-43.804,86.2764,-4.97056,86.2764,-4.97056,-610.261,-1404.28,-0.737786,0.139128,-12.1485,1.15357,0.192722,-0.363284
0.028,93.8718,-42.9289,86.2782,-5.24232,86.2782,-5.24232,-660.429,-1450.44,-0.738369,0.156026,-12.8585,1.17808,0.254032,-0.373122
0.029,93.9147,-42.0918,86.28,-5.52136,86.28,-5.52136,-721.317,-1495,-0.738995,0.172263,-13.568,1.20209,0.315324,-0.382286
0.03,93.9767,-41.269,86.2819,-5.80735,86.2819,-5.80735,-793.999,-1537.36,-0.739679,0.187851,-14.2769,1.22555,0.376593,-0.390789
0.031,94.0521,-40.4662,86.2839,-6.10001,86.2839,-6.10001,-884.066,-1583.3,-0.740429,0.202807,-14.9853,1.24842,0.437837,-0.398645
0.032,94.1267,-39.6742,86.2861,-6.39905,86.2861,-6.39905,-996.253,-1636.28,-0.741248,0.21714,-15.6932,1.27068,0.499057,-0.405874
0.033,94.2049,-38.8907,86.2884,-6.70416,86.2884,-6.70416,-1139.5,-1702.11,-0.742139,0.230854,-16.4006,1.29233,0.560254,-0.412503
0.034,94.2806,-38.1057,86.291,-7.01507,86.291,-7.01507,-1329.05,-1790.62,-0.743097,0.243951,-17.1074,1.31336,0.621432,-0.41856
0.035,94.3485,-37.3207,86.2938,-7.33149,86.2938,-7.33149,-1599.76,-1926.76,-0.74412,0.25643,-17.8137,1.33379,0.682591,-0.424076
0.036,94.4131,-36.5279,86.2969,-7.65312,86.2969,-7.65312,-2000.28,-2136.36,-0.745199,0.268285,-18.5195,1.35363,0.743737,-0.429087
0.037,94.4688,-35.7278,86.3003,-7.97969,86.3003,-7.97969,-2688.23,-2523.72,-0.746333,0.279507,-19.2247,1.37291,0.804875,-0.433625
0.038,94.5123,-34.9152,86.3041,-8.3109,86.3041,-8.3109,-4065.64,-3319.35,-0.747511,0.29009,-19.9293,1.39166,0.866005,-0.437727
0.039,94.5506,-34.0914,86.3082,-8.64647,86.3082,-8.64647,-8645.38,-6075.76,-0.748727,0.300024,-20.6334,1.40991,0.927135,-0.441425
0.04,94.5741,-33.2559,86.3126,-8.9861,86.3126,-8.9861,61174.2,36503.1,-0.749971,0.309298,-21.3369,1.42769,0.988267,-0.444753
0.041,94.5943,-32.4083,86.3175,-9.32949,86.3175,-9.32949,6669.54,3324.93,-0.751238,0.317902,-22.0399,1.44504,1.0494,-0.447742
0.042,94.5967,-31.5478,86.3227,-9.67635,86.3227,-9.67635,3490.2,1423.29,-0.752519,0.325828,-22.7423,1.46199,1.11055,-0.45042
0.043,94.5962,-30.6786,86.3284,-10.0264,86.3284,-10.0264,2346.27,760.309,-0.753805,0.333066,-23.444,1.47857,1.17171,-0.452812
0.044,94.5855,-29.8003,86.3346,-10.3793,86.3346,-10.3793,1756.36,433.695,-0.755094,0.339611,-24.1452,1.49481,1.23289,-0.454943
0.045,94.5632,-28.9148,86.3412,-10.7347,86.3412,-10.7347,1393.04,243.905,-0.756375,0.345453,-24.8458,1.51074,1.2941,-0.45683
0.046,94.5374,-28.0226,86.3482,-11.0924,86.3482,-11.0924,1149.39,124.213,-0.757642,0.35059,-25.5458,1.52638,1.35533,-0.458491
0.047,94.4996,-27.1243,86.3557,-11.4521,86.3557,-11.4521,970.983,43.8294,-0.758887,0.355016,-26.2451,1.54176,1.41659,-0.459939
0.048,94.4584,-26.2266,86.3637,-11.8134,86.3637,-11.8134,837.278,-12.3878,-0.76011,0.35873,-26.9438,1.55688,1.47789,-0.461182
0.049,94.4081,-25.3241,86.3722,-12.176,86.3722,-12.176,733.043,-53.5851,-0.761301,0.361727,-27.6419,1.57177,1.53923,-0.462229
0.05,94.3562,-24.4231,86.3811,-12.5397,86.3811,-12.5397,647.262,-83.9496,-0.762457,0.36401,-28.3393,1.58643,1.60062,-0.463081
0.051,94.2905,-23.5224,86.3906,-12.9041,86.3906,-12.9041,575.523,-107.452,-0.763575,0.365576,-29.0361,1.60087,1.66207,-0.463742
0.052,94.2251,-22.6231,86.4005,-13.2689,86.4005,-13.2689,515.474,-125.748,-0.764647,0.366427,-29.7323,1.6151,1.72358,-0.464207
0.053,94.1568,-21.7253,86.4108,-13.6338,86.4108,-13.6338,463.569,-140.965,-0.765672,0.366565,-30.4277,1.62912,1.78516,-0.464477
0.054,94.0813,-20.8289,86.4217,-13.9985,86.4217,-13.9985,419.9,-153.795,-0.766645,0.365987,-31.1225,1.64293,1.84681,-0.464501
0.055,93.9969,-19.9511,86.433,-14.3627,86.433,-14.3627,378.31,-163.933,-0.767563,0.364708,-31.8167,1.65654,1.90856,-0.464388
0.056,93.905,-19.0548,86.4448,-14.7261,86.4448,-14.7261,342.97,-173.564,-0.768414,0.362715,-32.5101,1.66993,1.97041,-0.464021
0.057,93.818,-18.173,86.457,-15.0884,86.457,-15.0884,311.296,-182.04,-0.769204,0.360018,-33.2029,1.68311,2.03235,-0.463422
0.058,93.7246,-17.297,86.4697,-15.4493,86.4697,-15.4493,282.051,-189.864,-0.769927,0.356618,-33.8949,1.69607,2.0944,-0.462578
0.059,93.6244,-16.4226,86.4828,-15.8084,86.4828,-15.8084,255.568,-196.953,-0.770581,0.35252,-34.5863,1.7088,2.15658,-0.46148
0.06,93.5194,-15.5513,86.4964,-16.1656,86.4964,-16.1656,230.567,-203.823,-0.771159,0.347722,-35.2769,1.7213,2.21888,-0.460116
0.061,93.413,-14.687,86.5103,-16.5204,86.5103,-16.5204,207.997,-210.231,-0.77166,0.342229,-35.9668,1.73357,2.28133,-0.458473
0.062,93.2995,-13.8231,86.5246,-16.8726,86.5246,-16.8726,186.558,-216.275,-0.772078,0.336042,-36.656,1.74559,2.34392,-0.456541
0.063,93.1827,-12.9627,86.5393,-17.222,86.5393,-17.222,166.606,-222.114,-0.77241,0.329163,-37.3445,1.75736,2.40667,-0.454307
0.064,93.0603,-12.1076,86.5543,-17.5681,86.5543,-17.5681,147.741,-227.569,-0.772655,0.321593,-38.0322,1.76888,2.46959,-0.451761
0.065,92.934,-11.253,86.5697,-17.9107,86.5697,-17.9107,130.103,-232.851,-0.772805,0.313334,-38.7192,1.78014,2.53269,-0.448891
0.066,92.8043,-10.4003,86.5854,-18.2496,86.5854,-18.2496,113.352,-238.069,-0.772862,0.304387,-39.4055,1.79113,2.59597,-0.445688
0.067,92.672,-9.55495,86.6015,-18.5844,86.6015,-18.5844,97.621,-242.951,-0.772818,0.294753,-40.091,1.80185,2.65945,-0.442144
0.068,92.5356,-8.70611,86.6177,-18.9149,86.6177,-18.9149,82.5562,-247.551,-0.772673,0.284433,-40.7757,1.8123,2.72312,-0.43825
0.069,92.3917,-7.86397,86.6343,-19.2407,86.6343,-19.2407,68.2879,-251.919,-0.772422,0.273426,-41.4597,1.82247,2.78701,-0.433999
0.07,92.2523,-7.02237,86.651,-19.5616,86.651,-19.5616,54.7586,-256.211,-0.772062,0.261735,-42.1429,1.83235,2.85111,-0.429386
0.071,1048.45,-366.098,86.668,-19.8773,86.668,-19.8773,254.302,84.9219,-1.54569,0.540686,-42.0153,1.91804,2.70496,-0.339068
0.072,602.668,-368.488,86.6299,-20.101,86.6299,-20.101,260.901,71.1051,-1.95878,0.821767,-41.9488,1.9879,2.56925,-0.236169
0.073,396.109,94.8003,86.5733,-20.2911,86.5733,-20.2911,251.7,88.2691,-2.20476,0.727541,-41.6718,2.08955,2.38759,-0.217052
0.074,1685.78,-2012.02,86.5094,-20.4741,86.5094,-20.4741,246.13,-52.9214,-3.49693,2.34203,-37.0331,1.82192,1.13785,0.0657254
0.075,185.89,-148.374,86.4011,-20.6335,86.4011,-20.6335,230.588,-10.9982,-3.57268,2.44507,-35.1917,1.809,0.616129,0.0200134
0.076,207.556,-105.267,86.3003,-20.7876,86.3003,-20.7876,226.405,-11.5884,-3.6661,2.51319,-33.342,1.79445,0.103133,-0.0169812
0.077,401.579,0.00861981,86.2059,-20.9264,86.2059,-20.9264,230.493,-4.87208,-3.91725,2.49584,-31.8375,1.7987,-0.340776,-0.0595654
0.078,430.045,30.0241,86.1187,-21.0484,86.1187,-21.0484,233.417,-1.45603,-4.19171,2.45412,-30.3915,1.81056,-0.777506,-0.10605
0.079,-563.778,-768.304,86.0354,-21.1546,86.0354,-21.1546,124.323,-7.87108,-3.65811,3.06165,-27.7378,1.79911,-1.12992,-0.2072
0.08,266.756,43.9511,86.0155,-21.1926,86.0155,-21.1926,158.692,-22.6003,-3.80006,3.00862,-25.7427,1.75305,-1.49326,-0.276506
0.081,233.858,126.967,86.0453,-21.1822,86.0453,-21.1822,188.269,-12.2965,-3.91534,2.88802,-24.2919,1.74147,-1.83397,-0.345734
0.082,428.3,78.6726,86.0697,-21.1733,86.0697,-21.1733,209.912,5.29618,-4.18903,2.80674,-22.9979,1.76692,-2.18841,-0.414707
0.083,402.358,85.3086,86.0809,-21.1546,86.0809,-21.1546,220.418,15.6284,-4.44175,2.72006,-21.687,1.81326,-2.56763,-0.476653
0.084,469.134,77.3304,86.0586,-21.1214,86.0586,-21.1214,230.366,16.2539,-4.74901,2.63988,-20.3857,1.86067,-2.96472,-0.541417
0.085,490.04,76.5508,86.0233,-21.0762,86.0233,-21.0762,236.132,15.7332,-5.07347,2.56033,-19.0892,1.90694,-3.37229,-0.604377
0.086,501.824,75.4122,85.9791,-21.0187,85.9791,-21.0187,240.087,14.8879,-5.4077,2.48172,-17.797,1.95142,-3.78676,-0.664925
0.087,509.99,73.3195,85.9283,-20.9485,85.9283,-20.9485,242.767,13.5786,-5.74874,2.40482,-16.5075,1.99324,-4.20599,-0.722434
0.088,502.129,119.81,85.8724,-20.8657,85.8724,-20.8657,244.664,19.1186,-6.08353,2.29,-15.3294,2.04394,-4.60181,-0.768982
0.089,490.615,145.429,85.8125,-20.7707,85.8125,-20.7707,246.388,24.5576,-6.40907,2.15427,-14.2216,2.10313,-4.98361,-0.804765
0.09,482.566,145.769,85.7493,-20.6665,85.7493,-20.6665,249.081,21.5554,-6.72819,2.01826,-13.2518,2.15388,-5.33598,-0.822131
0.091,474.3,156.217,85.6835,-20.5546,85.6835,-20.5546,251.938,20.8876,-7.04071,1.87371,-12.397,2.20109,-5.66422,-0.823362
0.092,467.21,211.281,85.6149,-20.4363,85.6149,-20.4363,253.166,35.0424,-7.34759,1.68419,-11.5851,2.26884,-5.98357,-0.815303
0.093,459.885,287.777,85.5434,-20.3131,85.5434,-20.3131,252.902,57.6055,-7.64862,1.43217,-10.7679,2.37108,-6.30396,-0.802216
0.094,453.548,305.142,85.4692,-20.1862,85.4692,-20.1862,254.113,65.2307,-7.94461,1.16595,-9.99703,2.48187,-6.61446,-0.782256
0.095,458.835,328.461,85.3925,-20.0574,85.3925,-20.0574,255.734,73.393,-8.24506,0.880643,-9.28379,2.60046,-6.91271,-0.753372
0.096,474.649,321.769,85.3134,-19.9273,85.3134,-19.9273,256.689,75.9237,-8.55858,0.600771,-8.57903,2.72198,-7.21021,-0.721951
0.097,472.67,321.364,85.2297,-19.7963,85.2297,-19.7963,256.711,76.5503,-8.87061,0.321199,-7.87231,2.84453,-7.50834,-0.691484
0.098,468.451,324.644,85.1414,-19.6647,85.1414,-19.6647,256.569,77.7237,-9.17934,0.0389134,-7.16613,2.96868,-7.80621,-0.661995
0.099,457.389,329.007,85.0486,-19.5317,85.0486,-19.5317,255.731,78.6668,-9.47917,-0.246971,-6.45753,3.09436,-8.10361,-0.638217
0.1,451.033,332.682,84.9515,-19.397,84.9515,-19.397,254.942,79.6556,-9.77394,-0.535891,-5.74729,3.22156,-8.4004,-0.619383
0.101,447.207,334.861,84.8505,-19.2601,84.8505,-19.2601,254.309,80.2812,-10.0657,-0.826628,-5.03613,3.34973,-8.69663,-0.604307
0.102,444.454,336.162,84.7458,-19.1204,84.7458,-19.1204,253.806,80.5724,-10.3554,-1.11846,-4.32433,3.47838,-8.99241,-0.592208
0.103,50.8093,373.03,84.6376,-18.9776,84.6376,-18.9776,225.739,121.673,-10.3233,-1.44047,-3.91187,3.62878,-9.18099,-0.600761
0.104,-879.022,1282.74,84.5152,-18.8282,84.5152,-18.8282,82.458,83.6658,-9.53095,-2.50646,-2.38143,3.83032,-9.30195,-0.634693
0.105,-190.221,662.835,84.4604,-18.7623,84.4604,-18.7623,62.4783,66.669,-9.30197,-3.06555,-1.4869,3.95151,-9.33864,-0.692645
0.106,-227.877,262.764,84.4591,-18.7575,84.4591,-18.7575,23.1127,-36.1018,-9.04231,-3.29751,-0.873354,3.91864,-9.30602,-0.725314
0.107,-245.251,101.25,84.4722,-18.7508,84.4722,-18.7508,55.7424,-64.9208,-8.76853,-3.39741,-0.0946315,3.83712,-9.32567,-0.73154
0.108,-87.3469,79.027,84.4998,-18.7448,84.4998,-18.7448,56.1519,-77.4088,-8.62399,-3.47918,0.552879,3.74728,-9.33864,-0.740027
0.109,-26.0586,-63.2065,84.529,-18.7375,84.529,-18.7375,8.88063,-78.2152,-8.52967,-3.44467,0.834105,3.68503,-9.28458,-0.735574
0.11,28.6214,-149.461,84.5531,-18.7238,84.5531,-18.7238,10.6056,-98.8444,-8.48017,-3.33966,1.03601,3.61034,-9.23146,-0.727891
0.111,33.3322,-144.942,84.5709,-18.7027,84.5709,-18.7027,16.0877,-120.647,-8.43462,-3.23838,1.16012,3.52532,-9.18213,-0.724743
0.112,32.8548,-142.307,84.5844,-18.6763,84.5844,-18.6763,22.2773,-140.325,-8.38878,-3.13929,1.22324,3.43261,-9.13665,-0.72268
0.113,29.3258,-141.393,84.5953,-18.647,84.5953,-18.647,28.0402,-156.564,-8.34014,-3.04099,1.24471,3.334,-9.09451,-0.720109
0.114,24.5216,-138.366,84.6047,-18.6163,84.6047,-18.6163,32.955,-168.202,-8.28768,-2.94521,1.23697,3.23189,-9.05504,-0.716761
0.115,19.5599,-133.61,84.6138,-18.5853,84.6138,-18.5853,36.9531,-175.627,-8.23125,-2.85334,1.20976,3.12807,-9.01772,-0.712488
0.116,15.0302,-127.978,84.6235,-18.5552,84.6235,-18.5552,40.099,-179.351,-8.17121,-2.76612,1.17114,3.0238,-8.98215,-0.707259
0.117,11.2807,-122.062,84.6347,-18.5266,84.6347,-18.5266,42.5521,-180.053,-8.1082,-2.68377,1.12753,2.91999,-8.94809,-0.701126
0.118,8.65089,-116.586,84.648,-18.5001,84.648,-18.5001,44.4529,-178.529,-8.04314,-2.60593,1.08427,2.81715,-8.91537,-0.694172
0.119,8.82294,-109.784,84.6637,-18.476,84.6637,-18.476,46.6923,-174.321,-7.97831,-2.53368,1.04535,2.71636,-8.88441,-0.686703
0.12,7.09872,-106.543,84.6823,-18.4548,84.6823,-18.4548,47.465,-170.866,-7.91216,-2.46411,1.01319,2.61674,-8.85436,-0.678509
0.121,7.87917,-104.465,84.7041,-18.4364,84.7041,-18.4364,48.429,-167.046,-7.84674,-2.39627,0.990221,2.51816,-8.82548,-0.669759
0.122,7.12082,-101.86,84.7287,-18.4212,84.7287,-18.4212,48.4538,-162.827,-7.78079,-2.33059,0.976104,2.42105,-8.79713,-0.660708
0.123,8.92796,-100.219,84.7567,-18.4087,84.7567,-18.4087,49.0013,-158.858,-7.7164,-2.26627,0.971039,2.32525,-8.76967,-0.651679
0.124,11.3714,-99.2863,84.788,-18.3989,84.788,-18.3989,49.5132,-155.25,-7.65411,-2.20275,0.97481,2.23062,-8.74309,-0.642774
0.125,14.3098,-98.9792,84.8223,-18.3916,84.8223,-18.3916,50.0041,-152.084,-7.5943,-2.1395,0.986842,2.137,-8.71734,-0.634073
0.126,17.7002,-99.1867,84.8596,-18.3865,84.8596,-18.3865,50.5253,-149.385,-7.53736,-2.07611,1.00634,2.04422,-8.69241,-0.625638
0.127,21.5483,-99.7962,84.8995,-18.3836,84.8995,-18.3836,51.1218,-147.153,-7.48365,-2.01225,1.03242,1.9521,-8.66833,-0.617504
0.128,26.0338,-100.526,84.9419,-18.3825,84.9419,-18.3825,51.9473,-145.392,-7.43369,-1.94781,1.06378,1.86052,-8.6452,-0.609665
0.129,31.1249,-98.4092,84.9865,-18.383,84.9865,-18.383,53.1775,-144.636,-7.38797,-1.88513,1.09155,1.77003,-8.62285,-0.601857
0.13,30.6855,-107.314,85.0333,-18.3848,85.0333,-18.3848,51.865,-143.308,-7.34199,-1.81519,1.09571,1.68391,-8.59839,-0.595416
0.131,32.0627,-109.365,85.0818,-18.3878,85.0818,-18.3878,51.2333,-142.75,-7.29721,-1.74359,1.08412,1.60046,-8.57275,-0.589065
0.132,33.8164,-111.021,85.1319,-18.3916,85.1319,-18.3916,50.8041,-142.278,-7.25395,-1.67066,1.05891,1.51929,-8.54619,-0.582633
0.133,-122.781,-108.459,85.1833,-18.3961,85.1833,-18.3961,-60.5331,-123.76,-7.08277,-1.59985,1.27316,1.42106,-8.42968,-0.574782
0.134,-12.1804,-96.4086,85.2354,-18.4112,85.2354,-18.4112,-15.64,-110.108,-7.00207,-1.53891,1.4328,1.34139,-8.35529,-0.568155
0.135,-29.8199,-98.3656,85.2869,-18.4303,85.2869,-18.4303,-24.6669,-118.099,-6.90704,-1.47638,1.56364,1.25824,-8.2739,-0.557993
0.136,-38.5338,-101.56,85.3389,-18.4489,85.3389,-18.4489,-33.4624,-126.174,-6.80497,-1.41127,1.66349,1.17227,-8.18626,-0.546953
0.137,-43.4338,-104.328,85.3913,-18.4671,85.3913,-18.4671,-41.3884,-133.172,-6.69897,-1.34391,1.73747,1.08415,-8.0934,-0.536013
0.138,-46.2178,-106.53,85.4439,-18.4849,85.4439,-18.4849,-48.5827,-139.237,-6.59078,-1.27476,1.7905,0.994232,-7.99603,-0.525546
0.139,-47.27,-106.906,85.4969,-18.5026,85.4969,-18.5026,-54.7446,-144.366,-6.4818,-1.20533,1.82481,0.903152,-7.89508,-0.515553
0.14,-44.5373,-110.418,85.5504,-18.5201,85.5504,-18.5201,-61.3328,-149.104,-6.37513,-1.13304,1.80797,0.816216,-7.79248,-0.507006
0.141,-47.2002,-115.832,85.6044,-18.5375,85.6044,-18.5375,-68.8918,-152.859,-6.26637,-1.05634,1.76951,0.730014,-7.68623,-0.499349
0.142,-48.3904,-116.667,85.6589,-18.5549,85.6589,-18.5549,-74.4519,-154.719,-6.1567,-0.978973,1.72054,0.644213,-7.57713,-0.492119
0.143,-48.4565,-117.201,85.7139,-18.5721,85.7139,-18.5721,-78.6526,-155.04,-6.04706,-0.901182,1.6666,0.558983,-7.46574,-0.485184
0.144,-47.7722,-117.578,85.7692,-18.5893,85.7692,-18.5893,-81.9044,-154.48,-5.93804,-0.823096,1.61027,0.474494,-7.35248,-0.478387
0.145,-46.5834,-117.901,85.8248,-18.6063,85.8248,-18.6063,-84.4261,-153.417,-5.83007,-0.744757,1.55286,0.390865,-7.23774,-0.471567
0.146,-45.0032,-118.252,85.8806,-18.6233,85.8806,-18.6233,-86.33,-152.083,-5.72346,-0.666142,1.49519,0.308148,-7.12185,-0.464572
0.147,-43.1165,-118.684,85.9366,-18.6401,85.9366,-18.6401,-87.6667,-150.627,-5.61846,-0.587183,1.4378,0.226335,-7.00513,-0.45727
0.148,-40.9575,-119.236,85.9925,-18.6568,85.9925,-18.6568,-88.4789,-149.16,-5.51529,-0.507782,1.38113,0.145367,-6.88788,-0.449552
0.149,-38.4024,-119.968,86.0484,-18.6732,86.0484,-18.6732,-88.7165,-147.787,-5.41427,-0.427791,1.3255,0.0651396,-6.77043,-0.441319
0.15,-35.4671,-119.727,86.1041,-18.6895,86.1041,-18.6895,-88.2873,-145.781,-5.31571,-0.348003,1.27076,-0.0139144,-6.65324,-0.432783
0.151,-34.7413,-120.407,86.16,-18.706,86.16,-18.706,-88.6959,-144.438,-5.21781,-0.267664,1.21781,-0.0923517,-6.53567,-0.423535
0.152,-33.6902,-122.004,86.2157,-18.7221,86.2157,-18.7221,-88.4246,-144.152,-5.12083,-0.186026,1.16709,-0.170922,-6.41814,-0.41374
0.153,-31.1655,-122.75,86.2711,-18.738,86.2711,-18.738,-87.4924,-143.27,-5.02597,-0.103781,1.11803,-0.249152,-6.30112,-0.403552
0.154,-28.6439,-123.664,86.3262,-18.7535,86.3262,-18.7535,-86.2303,-142.684,-4.93324,-0.0207924,1.07063,-0.327235,-6.18483,-0.392904
0.155,-25.8304,-124.153,86.3809,-18.7688,86.3809,-18.7688,-84.4914,-141.931,-4.84285,0.0625942,1.02469,-0.40503,-6.06961,-0.381878
0.156,-24.9076,-124.591,86.4353,-18.7839,86.4353,-18.7839,-83.4689,-141.382,-4.75328,0.146338,0.980609,-0.482728,-5.95495,-0.370397
0.157,-23.7054,-125.783,86.4893,-18.7987,86.4893,-18.7987,-81.8814,-141.629,-4.66475,0.231056,0.938505,-0.56087,-5.84122,-0.358567
0.158,-26.8691,-125.351,86.543,-18.8132,86.543,-18.8132,-82.1381,-141.23,-4.57369,0.315422,0.898653,-0.639068,-5.72719,-0.346649
0.159,-22.5502,-125.998,86.5967,-18.8276,86.5967,-18.8276,-79.584,-141.294,-4.48621,0.400319,0.859833,-0.717459,-5.61481,-0.33485
0.16,-22.5895,-125.525,86.6497,-18.8417,86.6497,-18.8417,-78.1639,-141.113,-4.39875,0.484833,0.822563,-0.795951,-5.5033,-0.323082
0.161,-23.5052,-125.38,86.7026,-18.8559,86.7026,-18.8559,-77.374,-141.111,-4.31059,0.569233,0.786966,-0.874682,-5.39223,-0.311352
0.162,-24.0277,-126.443,86.7551,-18.8698,86.7551,-18.8698,-76.1171,-142.348,-4.22206,0.654507,0.753282,-0.954519,-5.2819,-0.299619
0.163,-23.5725,-126.006,86.8071,-18.8834,86.8071,-18.8834,-74.6553,-142.529,-4.13394,0.73943,0.720674,-1.03464,-5.1725,-0.288152
0.164,-23.4983,-125.499,86.8587,-18.8967,86.8587,-18.8967,-73.2958,-142.784,-4.04594,0.823946,0.68903,-1.11507,-5.06399,-0.276921
0.165,-23.6311,-124.899,86.9099,-18.9099,86.9099,-18.9099,-71.9878,-143.052,-3.95787,0.907981,0.658295,-1.19582,-4.95633,-0.265932
0.166,-23.8866,-124.198,86.9607,-18.9229,86.9607,-18.9229,-70.7449,-143.316,-3.86964,0.991453,0.628379,-1.27687,-4.84949,-0.255207
0.167,-24.1987,-123.407,87.011,-18.9358,87.011,-18.9358,-69.5691,-143.568,-3.7812,1.07429,0.599153,-1.35821,-4.74343,-0.244768
0.168,-24.4893,-122.56,87.0609,-18.9487,87.0609,-18.9487,-68.44,-143.812,-3.69257,1.15644,0.570482,-1.4398,-4.63813,-0.234629
0.169,-24.3652,-121.785,87.1103,-18.9615,87.1103,-18.9615,-67.2029,-144.104,-3.60408,1.23798,0.542215,-1.52165,-4.53368,-0.224777
0.17,-23.6347,-120.594,87.1591,-18.9743,87.1591,-18.9743,-65.7147,-144.039,-3.51623,1.31855,0.513969,-1.60348,-4.43026,-0.21527
0.171,-27.8643,-118.543,87.2076,-18.9872,87.2076,-18.9872,-66.4765,-143.664,-3.42497,1.39747,0.486371,-1.68516,-4.32632,-0.206097
