"Timestamp","Actual_ZMPX","Actual_ZMPY","Trajectory_ZMPX","Trajectory_ZMPY","Reference_ZMPX","Reference_ZMPY","MultiBody_ZMPX","MultiBody_ZMPY","LinearMomentumX","LinearMomentumY","LinearMomentumZ","AngularMomentumX","AngularMomentumY","AngularMomentumZ"
0.019,94.6793,-52.9298,86.159,-3.08063,86.0091,-1.49462,-462.042,-1157.38,-0.101706,0.380626,-11.7709,0.576023,0.907364,-0.205639
0.02,94.7232,-51.8544,86.1584,-3.28421,86.0091,-1.49462,-503.963,-1219.39,-0.1028,0.40468,-12.4833,0.601943,0.968595,-0.219824
0.021,94.7581,-50.7935,86.1577,-3.49787,86.0091,-1.49462,-546.516,-1279.11,-0.103923,0.427901,-13.1952,0.627704,1.02974,-0.233639
0.022,94.7882,-49.7444,86.1569,-3.72127,86.0091,-1.49462,-592.327,-1340.05,-0.10507,0.450297,-13.9065,0.653238,1.09083,-0.247014
0.023,94.8095,-48.707,86.1561,-3.95406,86.0091,-1.49462,-640.232,-1398.81,-0.106236,0.471881,-14.6173,0.678484,1.15188,-0.25989
0.024,94.8304,-47.6813,86.1552,-4.19592,86.0091,-1.49462,-693.375,-1459.41,-0.107421,0.492659,-15.3276,0.703389,1.21292,-0.272218
0.025,94.8487,-46.6676,86.1544,-4.44651,86.0091,-1.49462,-752.762,-1521.34,-0.108621,0.512642,-16.0374,0.727905,1.27395,-0.283957
0.026,94.8686,-45.6647,86.1536,-4.7055,86.0091,-1.49462,-821.159,-1588.15,-0.109838,0.531838,-16.7466,0.751995,1.33499,-0.29508
0.027,94.8869,-44.6727,86.1529,-4.97257,86.0091,-1.49462,-902.241,-1662.17,-0.111072,0.550258,-17.4553,0.775626,1.39605,-0.305567
0.028,94.9095,-43.693,86.1523,-5.24741,86.0091,-1.49462,-1001.28,-1749.09,-0.112325,0.567909,-18.1635,0.798774,1.45712,-0.315408
0.029,94.9301,-42.72,86.1519,-5.5297,86.0091,-1.49462,-1124.91,-1852.49,-0.113596,0.584797,-18.8711,0.821423,1.51822,-0.324601
0.03,94.9546,-41.7611,86.1516,-5.81913,86.0091,-1.49462,-1285.67,-1984.81,-0.114888,0.600934,-19.5783,0.843563,1.57933,-0.333151
0.031,94.9809,-40.8118,86.1515,-6.11538,86.0091,-1.49462,-1506.57,-2165.76,-0.116204,0.616328,-20.2849,0.86519,1.64047,-0.34107
0.032,287.712,-489.059,86.1516,-6.41815,86.0091,-1.49462,246.862,87.0519,-0.270972,0.988626,-20.5501,0.918454,1.59791,-0.273574
0.033,217.645,-258.285,86.1433,-6.6961,86.0091,-1.49462,280.389,50.1515,-0.369988,1.17725,-21.0607,0.943222,1.60947,-0.242503
0.034,198.179,-206.93,86.1327,-6.96803,86.0091,-1.49462,306.649,-1.28111,-0.453533,1.32504,-21.6112,0.958107,1.62818,-0.220135
0.035,201.189,-206.719,86.119,-7.23581,86.0091,-1.49462,309.835,-17.2627,-0.53951,1.47273,-22.1578,0.970464,1.64519,-0.198683
0.036,209.113,-214.88,86.1014,-7.49883,86.0091,-1.49462,309.57,-25.2787,-0.63184,1.62699,-22.6937,0.981277,1.65892,-0.176274
0.037,217.785,-223.499,86.0795,-7.75602,86.0091,-1.49462,309.995,-33.0015,-0.73113,1.7882,-23.2187,0.990422,1.66921,-0.152525
0.038,226.445,-231.789,86.0531,-8.00639,86.0091,-1.49462,311.139,-40.649,-0.837369,1.9561,-23.7335,0.997765,1.67609,-0.127362
0.039,234.895,-239.875,86.0216,-8.24905,86.0091,-1.49462,312.515,-47.6599,-0.950405,2.13054,-24.2383,1.00329,1.67958,-0.100775
0.04,243.075,-247.887,85.9849,-8.48315,86.0091,-1.49462,313.791,-53.7275,-1.07002,2.31146,-24.7333,1.00706,1.67974,-0.0727673
0.041,250.964,-255.925,85.9426,-8.70791,86.0091,-1.49462,314.878,-58.704,-1.19601,2.49891,-25.2185,1.0092,1.67661,-0.0433291
0.042,258.577,-264.065,85.8945,-8.92253,86.0091,-1.49462,315.629,-62.5797,-1.32813,2.69296,-25.6941,1.00986,1.67022,-0.0124353
0.043,265.941,-272.395,85.8403,-9.1262,86.0091,-1.49462,316.019,-65.3908,-1.46621,2.89378,-26.1597,1.00921,1.66059,0.0199588
0.044,273.079,-280.984,85.7797,-9.31809,86.0091,-1.49462,316.046,-67.2565,-1.61008,3.10159,-26.6152,1.0074,1.64776,0.0539175
0.045,279.997,-289.914,85.7126,-9.49733,86.0091,-1.49462,315.71,-68.2849,-1.75956,3.31666,-27.0604,1.0046,1.63173,0.0895201
0.046,286.625,-299.344,85.6388,-9.66304,86.0091,-1.49462,314.951,-68.5175,-1.91443,3.53941,-27.4949,1.00098,1.61253,0.126861
0.047,283.044,-235.529,85.558,-9.81425,86.0091,-1.49462,301.264,-36.044,-2.06652,3.71119,-27.8787,1.00423,1.58168,0.154935
0.048,266.797,-123.5,85.4707,-9.95393,86.0091,-1.49462,281.863,10.135,-2.20568,3.79334,-28.1675,1.02318,1.53027,0.166334
0.049,266.023,-94.8448,85.3784,-10.0866,86.0091,-1.49462,274.175,28.7795,-2.34431,3.85261,-28.4093,1.05118,1.46913,0.173742
0.05,263.429,-70.8877,85.2816,-10.2128,86.0091,-1.49462,270.273,39.1841,-2.48095,3.89273,-28.6272,1.08487,1.40333,0.177725
0.051,260.756,-48.9527,85.1805,-10.3333,86.0091,-1.49462,267.467,47.5017,-2.61553,3.91532,-28.8293,1.12333,1.33461,0.179048
0.052,257.982,-27.7189,85.0756,-10.4488,86.0091,-1.49462,264.845,55.5879,-2.74798,3.92092,-29.0173,1.16658,1.26347,0.178134
0.053,255.159,-6.81472,84.9672,-10.5601,86.0091,-1.49462,262.099,63.7879,-2.87826,3.90979,-29.1908,1.21494,1.18991,0.175248
0.054,252.36,13.7244,84.8554,-10.6676,86.0091,-1.49462,259.203,72.0166,-3.00638,3.88219,-29.3488,1.26875,1.11382,0.170598
0.055,249.585,33.7942,84.7408,-10.7721,86.0091,-1.49462,256.214,80.0782,-3.13236,3.83849,-29.4898,1.32828,1.03501,0.164349
0.056,2036.47,-940.15,84.6234,-10.8742,86.0091,-1.49462,260.913,-150.324,-4.69523,4.57795,-27.1193,0.880598,0.298206,0.209582
0.057,718.911,-383.833,84.4174,-10.9686,86.0091,-1.49462,251.321,-163.406,-5.19895,4.87025,-25.7774,0.560755,-0.150617,0.184592
0.058,644.877,-203.585,84.2042,-11.0558,86.0091,-1.49462,257.487,-150.392,-5.64336,5.01768,-24.754,0.315376,-0.530107,0.159093
0.059,558.276,-145.813,83.9791,-11.1338,86.0091,-1.49462,282.768,-142.074,-6.01829,5.11871,-24.4881,0.191931,-0.73912,0.148516
0.06,510.997,-86.0801,83.7413,-11.2061,86.0091,-1.49462,308.701,-134.095,-6.35534,5.17173,-24.5095,0.1147,-0.884638,0.134035
0.061,481.861,-63.1644,83.4887,-11.2739,86.0091,-1.49462,313.965,-130.1,-6.66914,5.20637,-24.5887,0.0476618,-1.01567,0.120548
0.062,456.133,-55.0881,83.2221,-11.3384,86.0091,-1.49462,305.752,-128.895,-6.96239,5.23457,-24.6404,-0.0222133,-1.15002,0.109648
0.063,429.98,-49.4001,82.9428,-11.4007,86.0091,-1.49462,295.827,-127.587,-7.23475,5.25824,-24.6482,-0.096901,-1.291,0.102089
0.064,407.161,-41.0087,82.653,-11.4617,86.0091,-1.49462,287.763,-125.042,-7.48889,5.27523,-24.6166,-0.174785,-1.43774,0.09591
0.065,380.794,-32.6482,82.3543,-11.5221,86.0091,-1.49462,280.756,-122.329,-7.72193,5.28553,-24.5531,-0.254637,-1.58839,0.0920281
0.066,354.818,-23.9346,82.0488,-11.5826,86.0091,-1.49462,274.386,-119.381,-7.93418,5.28886,-24.4622,-0.335544,-1.74172,0.0900253
0.067,329.475,-15.5096,81.7381,-11.6435,86.0091,-1.49462,268.336,-116.502,-8.12614,5.28544,-24.3465,-0.417107,-1.89699,0.0896012
0.068,305.028,-7.88816,81.4237,-11.7053,86.0091,-1.49462,262.48,-113.887,-8.29852,5.27593,-24.207,-0.499287,-2.05378,0.0905325
0.069,281.734,-1.35767,81.1072,-11.7682,86.0091,-1.49462,256.779,-111.645,-8.45222,5.26119,-24.044,-0.582251,-2.21188,0.0926368
0.07,259.802,3.93575,80.7899,-11.8325,86.0091,-1.49462,251.282,-109.832,-8.58835,5.24223,-23.8574,-0.666288,-2.37122,0.0957591
0.071,239.402,7.94461,80.4729,-11.8983,86.0091,-1.49462,246.008,-108.46,-8.70813,5.22008,-23.6468,-0.751764,-2.53188,0.0997657
0.072,220.628,10.6909,80.1572,-11.9656,86.0091,-1.49462,241.018,-107.526,-8.81286,5.19575,-23.4116,-0.839078,-2.69397,0.10454
0.073,203.52,12.2763,79.8439,-12.0345,86.0091,-1.49462,236.328,-106.999,-8.90388,5.17019,-23.1513,-0.928643,-2.8577,0.109975
0.074,188.091,12.8211,79.5336,-12.1049,86.0091,-1.49462,231.961,-106.841,-8.98254,5.14424,-22.8651,-1.02086,-3.02329,0.115973
0.075,174.413,12.3414,79.2272,-12.1767,86.0091,-1.49462,227.937,-107.019,-9.05025,5.11873,-22.5526,-1.11612,-3.19098,0.122445
0.076,162.287,10.7086,78.9253,-12.2498,86.0091,-1.49462,224.264,-107.506,-9.10826,5.09459,-22.2131,-1.21484,-3.36111,0.129302
0.077,152.09,8.35312,78.6285,-12.324,86.0091,-1.49462,220.933,-108.257,-9.15813,5.0724,-21.8458,-1.31739,-3.53398,0.136501
0.078,143.291,5.46408,78.3374,-12.399,86.0091,-1.49462,217.929,-109.204,-9.20098,5.05261,-21.4501,-1.42411,-3.7099,0.144016
0.079,135.79,2.20807,78.0524,-12.4747,86.0091,-1.49462,215.227,-110.298,-9.23787,5.03551,-21.0255,-1.53527,-3.88918,0.151808
0.08,129.464,-1.31179,77.7739,-12.5507,86.0091,-1.49462,212.803,-111.489,-9.26974,5.02132,-20.5715,-1.65111,-4.07207,0.159845
0.081,124.191,-5.00575,77.5024,-12.6267,86.0091,-1.49462,210.643,-112.746,-9.29745,5.01018,-20.0876,-1.77181,-4.25883,0.168102
0.082,119.86,-8.76969,77.2382,-12.7025,86.0091,-1.49462,208.726,-114.031,-9.32176,5.00215,-19.5736,-1.89752,-4.4497,0.176569
0.083,116.317,-12.4858,76.9817,-12.7778,86.0091,-1.49462,207.026,-115.315,-9.3433,4.99719,-19.0293,-2.02834,-4.64486,0.185244
0.084,112.852,-19.4051,76.7333,-12.8523,86.0091,-1.49462,205.509,-116.051,-9.36213,4.99791,-18.4713,-2.16172,-4.84105,0.195211
0.085,109.627,-19.6225,76.493,-12.9257,86.0091,-1.49462,203.953,-117.017,-9.37846,4.99886,-17.9221,-2.29533,-5.03355,0.20514
0.086,107.254,-22.4806,76.2615,-12.9978,86.0091,-1.49462,202.472,-118.24,-9.39297,5.00219,-17.3712,-2.43073,-5.22465,0.215123
0.087,104.368,-28.024,76.0389,-13.0681,86.0091,-1.49462,200.874,-119.729,-9.40524,5.01009,-16.8147,-2.56872,-5.41496,0.22565
0.088,101.257,-34.9609,75.8252,-13.1363,86.0091,-1.49462,199.293,-121.38,-9.41509,5.02369,-16.2503,-2.70979,-5.60493,0.237019
0.089,98.2245,-42.929,75.6206,-13.2021,86.0091,-1.49462,197.859,-123.138,-9.42259,5.04383,-15.6764,-2.85431,-5.79507,0.249497
0.09,95.3462,-51.5726,75.425,-13.2647,86.0091,-1.49462,196.62,-124.974,-9.42785,5.07108,-15.0918,-3.00257,-5.98582,0.263306
0.091,92.5639,-60.5524,75.2386,-13.3238,86.0091,-1.49462,195.568,-126.861,-9.43095,5.10569,-14.4958,-3.15475,-6.17753,0.278607
0.092,89.8064,-69.5777,75.0615,-13.3787,86.0091,-1.49462,194.683,-128.772,-9.43192,5.14772,-13.8885,-3.31092,-6.37039,0.295509
0.093,87.0016,-78.4458,74.8938,-13.4288,86.0091,-1.49462,193.936,-130.681,-9.43071,5.19704,-13.27,-3.47111,-6.56453,0.314069
0.094,84.1153,-86.9997,74.7357,-13.4735,86.0091,-1.49462,193.295,-132.563,-9.42725,5.2534,-12.6408,-3.63526,-6.75999,0.334308
0.095,81.1252,-95.1505,74.5875,-13.5121,86.0091,-1.49462,192.749,-134.399,-9.42146,5.31647,-12.0014,-3.80326,-6.95676,0.356213
0.096,78.0392,-102.834,74.4494,-13.5442,86.0091,-1.49462,192.273,-136.174,-9.41327,5.38587,-11.3527,-3.97498,-7.1548,0.379754
0.097,74.8705,-110.034,74.3215,-13.5692,86.0091,-1.49462,191.861,-137.874,-9.4026,5.46122,-10.6952,-4.15026,-7.35405,0.404879
0.098,71.6451,-116.74,74.2041,-13.5866,86.0091,-1.49462,191.506,-139.49,-9.38941,5.54211,-10.0296,-4.32892,-7.55445,0.43153
0.099,69.0211,-121.424,74.0974,-13.5959,86.0091,-1.49462,191.262,-140.681,-9.37417,5.62689,-9.35785,-4.51014,-7.7558,0.459218
0.1,67.7661,-123.646,74.0016,-13.5966,86.0091,-1.49462,191.279,-141.473,-9.35802,5.71357,-8.68199,-4.69308,-7.95805,0.487331
0.101,66.8706,-125.693,73.9168,-13.5883,86.0091,-1.49462,191.437,-142.325,-9.34125,5.80198,-8.0029,-4.87771,-8.16122,0.515867
0.102,65.8625,-128.146,73.8433,-13.5705,86.0091,-1.49462,191.605,-143.271,-9.32375,5.89248,-7.32072,-5.06415,-8.36531,0.544966
0.103,94.3179,-115.614,73.7813,-13.5429,86.0091,-1.49462,194.517,-142.062,-9.32957,5.97283,-6.64712,-5.24775,-8.57186,0.573277
0.104,107.88,-84.4065,73.7311,-13.5066,86.0091,-1.49462,195.593,-131.865,-9.34657,6.0278,-5.99113,-5.41505,-8.77654,0.592598
0.105,124.042,-64.06,73.6915,-13.4694,86.0091,-1.49462,197.73,-128.411,-9.37686,6.06624,-5.38956,-5.57071,-8.97345,0.605333
0.106,138.012,-39.386,73.6614,-13.4339,86.0091,-1.49462,198.93,-124.597,-9.41866,6.08461,-4.82952,-5.71629,-9.16376,0.611367
0.107,150.91,-16.8297,73.6398,-13.4021,86.0091,-1.49462,200.279,-120.486,-9.4711,6.08466,-4.30499,-5.85246,-9.34876,0.6115
0.108,162.994,2.62173,73.6253,-13.3754,86.0091,-1.49462,201.868,-116.119,-9.53351,6.06889,-3.8103,-5.97985,-9.52978,0.606665
0.109,174.358,18.8305,73.6171,-13.3549,86.0091,-1.49462,203.71,-111.651,-9.60531,6.03996,-3.34002,-6.09923,-9.70812,0.597751
0.11,185.034,31.9118,73.6143,-13.3417,86.0091,-1.49462,205.78,-107.237,-9.68593,6.00042,-2.88907,-6.21141,-9.88501,0.585577
0.111,195.028,42.0897,73.616,-13.3364,86.0091,-1.49462,208.011,-103.037,-9.77483,5.95264,-2.45282,-6.31728,-10.0615,0.570868
0.112,204.326,49.6119,73.6216,-13.3395,86.0091,-1.49462,210.364,-99.1743,-9.87143,5.89878,-2.02706,-6.41777,-10.2386,0.554257
0.113,212.88,54.661,73.6306,-13.3513,86.0091,-1.49462,212.748,-95.7656,-9.97513,5.84087,-1.60789,-6.51384,-10.4171,0.536276
0.114,220.478,57.1776,73.6423,-13.3719,86.0091,-1.49462,215.048,-92.9407,-10.0852,5.78097,-1.19113,-6.60657,-10.5977,0.517345
0.115,225.038,56.5217,73.6566,-13.4015,86.0091,-1.49462,216.639,-91.0401,-10.199,5.72167,-0.770463,-6.69758,-10.781,0.497552
0.116,202.689,54.5472,73.6728,-13.44,86.0091,-1.49462,214.733,-77.9531,-10.2947,5.66404,-0.589717,-6.75524,-10.9108,0.480482
0.117,185.47,42.4608,73.6909,-13.4867,86.0091,-1.49462,215.191,-55.7097,-10.3765,5.61635,-0.659273,-6.77933,-10.9873,0.468177
0.118,185.264,28.7919,73.7088,-13.5408,86.0091,-1.49462,220.193,-48.9279,-10.4583,5.57988,-0.826764,-6.79439,-11.0454,0.457148
0.119,190.378,3.15465,73.7255,-13.6011,86.0091,-1.49462,225.814,-56.5012,-10.5443,5.5644,-1.01506,-6.81238,-11.102,0.449095
0.12,196.407,-25.1938,73.7409,-13.6665,86.0091,-1.49462,230.73,-69.1751,-10.6354,5.57213,-1.19546,-6.83751,-11.163,0.444623
0.121,-54.8976,217.389,73.7548,-13.7358,86.0091,-1.49462,211.041,157.834,-10.5214,5.38187,-0.890899,-6.66738,-11.3161,0.41445
0.122,157.687,171.47,73.784,-13.8063,86.0091,-1.49462,211.375,161.457,-10.5811,5.22916,-0.775842,-6.52425,-11.4297,0.386574
0.123,163.548,119.603,73.8149,-13.8791,86.0091,-1.49462,216.993,151.2,-10.6458,5.11885,-0.776243,-6.40702,-11.5229,0.368804
0.124,167.318,85.7657,73.8484,-13.9534,86.0091,-1.49462,220.934,139.578,-10.7136,5.03623,-0.818573,-6.30387,-11.6097,0.358357
0.125,173.475,64.4426,73.8834,-14.0286,86.0091,-1.49462,224.168,129.771,-10.7865,4.97107,-0.86924,-6.20833,-11.6969,0.353039
0.126,179.5,49.2991,73.9194,-14.1042,86.0091,-1.49462,226.643,121.668,-10.8646,4.91834,-0.917586,-6.11785,-11.7863,0.350783
0.127,188.558,36.245,73.9558,-14.1793,86.0091,-1.49462,229.147,114.744,-10.9501,4.87632,-0.96012,-6.03129,-11.8789,0.350333
0.128,192.988,27.6847,73.992,-14.2532,86.0091,-1.49462,230.705,108.622,-11.0394,4.84134,-0.996309,-5.94814,-11.974,0.350779
0.129,196.125,22.5979,74.0279,-14.3254,86.0091,-1.49462,231.636,103.508,-11.1313,4.81057,-1.02452,-5.86762,-12.0717,0.352086
0.13,199.173,18.3988,74.063,-14.3954,86.0091,-1.49462,232.57,98.948,-11.2259,4.78329,-1.04831,-5.78979,-12.1711,0.353868
0.131,201.782,16.003,74.0974,-14.4628,86.0091,-1.49462,233.291,95.1055,-11.3228,4.75801,-1.06886,-5.71431,-12.272,0.355887
0.132,204.559,14.8471,74.1308,-14.5274,86.0091,-1.49462,233.916,91.9832,-11.422,4.73373,-1.08717,-5.6408,-12.3738,0.357809
0.133,206.601,15.0755,74.1631,-14.5891,86.0091,-1.49462,234.27,89.5762,-11.523,4.70932,-1.10401,-5.56886,-12.4764,0.359298
0.134,208.028,16.5102,74.1942,-14.6477,86.0091,-1.49462,234.392,87.855,-11.6254,4.68379,-1.11996,-5.49806,-12.5794,0.360117
0.135,208.856,18.983,74.2239,-14.7033,86.0091,-1.49462,234.258,86.799,-11.7285,4.65629,-1.13553,-5.42801,-12.6825,0.36009
0.136,209.091,22.3093,74.2524,-14.7558,86.0091,-1.49462,233.813,86.3593,-11.832,4.62614,-1.15099,-5.3583,-12.7854,0.359074
0.137,209.415,26.0433,74.2796,-14.8054,86.0091,-1.49462,233.286,86.3596,-11.9359,4.59298,-1.16687,-5.28866,-12.888,0.35717
0.138,208.97,30.1346,74.3055,-14.8521,86.0091,-1.49462,232.587,86.8944,-12.0395,4.55653,-1.1839,-5.21881,-12.99,0.354335
0.139,208.156,34.8703,74.3302,-14.8961,86.0091,-1.49462,231.633,87.9667,-12.1427,4.51627,-1.20185,-5.14834,-13.0912,0.350507
0.14,207.031,39.8517,74.3537,-14.9374,86.0091,-1.49462,230.493,89.4446,-12.245,4.47199,-1.22082,-5.07699,-13.1915,0.345718
0.141,205.616,44.9533,74.3761,-14.9764,86.0091,-1.49462,229.206,91.2409,-12.3463,4.42359,-1.24097,-5.00457,-13.2908,0.340024
0.142,203.973,50.0743,74.3975,-15.0131,86.0091,-1.49462,227.789,93.3086,-12.4465,4.37106,-1.2624,-4.9309,-13.3889,0.333495
0.143,202.153,55.1338,74.418,-15.0478,86.0091,-1.49462,226.275,95.5796,-12.5453,4.31445,-1.28516,-4.85585,-13.4858,0.326213
0.144,200.157,60.0614,74.4377,-15.0805,86.0091,-1.49462,224.693,97.9959,-12.6426,4.25385,-1.30926,-4.77932,-13.5815,0.318267
0.145,198.068,64.7982,74.4567,-15.1116,86.0091,-1.49462,223.047,100.503,-12.7383,4.18944,-1.33467,-4.70127,-13.6759,0.309749
0.146,195.899,69.3023,74.4751,-15.1412,86.0091,-1.49462,221.39,103.036,-12.8324,4.1214,-1.36136,-4.62167,-13.769,0.300754
0.147,193.676,73.5298,74.493,-15.1695,86.0091,-1.49462,219.723,105.563,-12.9249,4.04994,-1.38927,-4.54053,-13.8608,0.291375
0.148,191.465,77.4555,74.5106,-15.1966,86.0091,-1.49462,218.075,108.037,-13.0157,3.97533,-1.41832,-4.45788,-13.9514,0.281702
0.149,189.251,81.0594,74.5279,-15.2229,86.0091,-1.49462,216.481,110.416,-13.1048,3.89781,-1.44845,-4.37379,-14.0408,0.271821
0.15,187.097,84.3326,74.545,-15.2483,86.0091,-1.49462,214.937,112.669,-13.1923,3.81767,-1.47956,-4.28832,-14.1291,0.26181
0.151,185.001,87.2669,74.5621,-15.2732,86.0091,-1.49462,213.487,114.778,-13.2783,3.73516,-1.51159,-4.20158,-14.2164,0.251742
0.152,183.003,89.8647,74.5792,-15.2977,86.0091,-1.49462,212.117,116.713,-13.3628,3.65058,-1.54444,-4.11368,-14.3026,0.241681
0.153,181.112,92.1294,74.5965,-15.3219,86.0091,-1.49462,210.88,118.469,-13.4459,3.56419,-1.57805,-4.02472,-14.3881,0.231683
0.154,179.351,94.072,74.6139,-15.346,86.0091,-1.49462,209.74,120.031,-13.5277,3.47624,-1.61232,-3.93483,-14.4727,0.221796
0.155,177.734,95.7022,74.6316,-15.3701,86.0091,-1.49462,208.735,121.39,-13.6084,3.387,-1.64719,-3.84413,-14.5567,0.21206
0.156,176.267,97.036,74.6497,-15.3943,86.0091,-1.49462,207.859,122.551,-13.688,3.29671,-1.68259,-3.75276,-14.6402,0.202506
0.157,174.967,98.0894,74.6683,-15.4188,86.0091,-1.49462,207.13,123.515,-13.7667,3.2056,-1.71844,-3.66083,-14.7231,0.193158
0.158,173.829,98.876,74.6873,-15.4435,86.0091,-1.49462,206.527,124.278,-13.8446,3.11387,-1.75467,-3.56848,-14.8058,0.184032
0.159,172.879,99.4194,74.7068,-15.4688,86.0091,-1.49462,206.069,124.86,-13.922,3.02173,-1.79124,-3.4758,-14.8882,0.175138
0.16,172.103,99.7346,74.7269,-15.4944,86.0091,-1.49462,205.745,125.261,-13.9988,2.92937,-1.82808,-3.38293,-14.9704,0.16648
0.161,171.504,99.8457,74.7475,-15.5207,86.0091,-1.49462,205.556,125.496,-14.0753,2.83695,-1.86512,-3.28995,-15.0527,0.158057
0.162,171.086,99.7631,74.7688,-15.5475,86.0091,-1.49462,205.479,125.574,-14.1517,2.74462,-1.90233,-3.19696,-15.135,0.149862
0.163,170.84,99.5131,74.7907,-15.5749,86.0091,-1.49462,205.528,125.512,-14.228,2.65253,-1.93965,-3.10406,-15.2174,0.141886
0.164,170.748,99.1088,74.8133,-15.6029,86.0091,-1.49462,205.691,125.324,-14.3044,2.5608,-1.97704,-3.01132,-15.3001,0.134116
0.165,170.83,98.574,74.8365,-15.6315,86.0091,-1.49462,205.954,125.02,-14.381,2.46953,-2.01444,-2.91881,-15.383,0.126535
0.166,171.047,97.9202,74.8603,-15.6608,86.0091,-1.49462,206.295,124.616,-14.458,2.37881,-2.05183,-2.82659,-15.4664,0.119128
0.167,171.416,97.1689,74.8847,-15.6906,86.0091,-1.49462,206.719,124.129,-14.5354,2.28874,-2.08917,-2.73471,-15.5502,0.111875
0.168,171.901,96.3336,74.9096,-15.721,86.0091,-1.49462,207.223,123.572,-14.6134,2.19937,-2.12643,-2.64321,-15.6345,0.104757
0.169,172.496,95.4318,74.9351,-15.7519,86.0091,-1.49462,207.77,122.957,-14.6921,2.11076,-2.16357,-2.55213,-15.7193,0.0977551
0.17,173.192,94.4782,74.9612,-15.7834,86.0091,-1.49462,208.38,122.298,-14.7714,2.02295,-2.20057,-2.4615,-15.8047,0.0908494
0.171,173.97,93.4857,74.9877,-15.8152,86.0091,-1.49462,209.009,121.607,-14.8516,1.93597,-2.23742,-2.37132,-15.8906,0.0840216
0.172,174.816,92.4679,75.0146,-15.8475,86.0091,-1.49462,209.666,120.898,-14.9327,1.84985,-2.2741,-2.28162,-15.9773,0.0772539
0.173,175.709,91.4398,75.0418,-15.88,86.0091,-1.49462,210.342,120.181,-15.0147,1.76458,-2.31059,-2.19239,-16.0645,0.0705299
0.174,176.637,90.4112,75.0694,-15.9129,86.0091,-1.49462,211.006,119.463,-15.0976,1.68017,-2.34689,-2.10364,-16.1524,0.0638344
0.175,177.594,89.3935,75.0973,-15.9459,86.0091,-1.49462,211.679,118.759,-15.1814,1.5966,-2.383,-2.01535,-16.2409,0.0571539
