"Timestamp","Actual_LeftTorqueX","Actual_LeftTorqueY","Actual_LeftTorqueZ","Target_LeftTorqueX","Target_LeftTorqueY","Target_LeftTorqueZ","Actual_RightTorqueX","Actual_RightTorqueY","Actual_RightTorqueZ","Target_RightTorqueX","Target_RightTorqueY","Target_RightTorqueZ","Actual_LeftForceX","Actual_LeftForceY","Actual_LeftForceZ","Target_LeftForceX","Target_LeftForceY","Target_LeftForceZ","Actual_RightForceX","Actual_RightForceY","Actual_RightForceZ","Target_RightForceX","Target_RightForceY","Target_RightForceZ"
0.001,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0.162961,-0.139061,0.0270307,0,0,0,61.9358,-21.6223,4.95096,0,0,0,2.60859,-0.798141,5.52491,0,0,0,-38.7824,-69.2706,412.141,0,0,0
0.003,0.516374,-0.308353,0.0599389,0,0,0,94.0854,-32.808,7.5135,0,0,0,5.40379,-1.5444,15.1676,0,0,0,-56.274,-101.296,630.07,0,0,0
0.004,1.23475,-0.480472,0.0934039,0,0,0,22.0999,-6.44499,1.52419,0,0,0,-0.538581,-30.9475,33.7308,0,0,0,-1.26703,74.8457,82.9112,0,0,0
0.005,0.825044,-0.797372,0.155109,0,0,0,1.00757,0.398385,-0.0626023,0,0,0,-6.64226,-29.9038,21.8189,0,0,0,-7.12935,26.3989,-22.3872,0,0,0
0.006,0.236685,-0.988468,0.19252,0,0,0,0.982091,0.491554,-0.0808243,0,0,0,-8.97834,-30.09,21.3661,0,0,0,-8.54134,25.701,-21.834,0,0,0
0.007,-0.411198,-1.12977,0.220436,0,0,0,0.943554,0.54112,-0.0909753,0,0,0,-10.3219,-30.1076,21.317,0,0,0,-9.36276,24.7487,-21.0418,0,0,0
0.008,-1.11487,-1.20884,0.236407,0,0,0,0.8942,0.573797,-0.0981238,0,0,0,-11.2863,-29.8955,20.9836,0,0,0,-9.95555,23.7694,-20.524,0,0,0
0.009,-1.8463,-1.23285,0.241776,0,0,0,0.844323,0.593607,-0.102894,0,0,0,-11.8554,-29.5298,20.6905,0,0,0,-10.3469,22.8207,-20.0861,0,0,0
0.01,-2.57878,-1.21048,0.238157,0,0,0,0.796962,0.603423,-0.105785,0,0,0,-12.1116,-29.0284,20.4073,0,0,0,-10.5709,21.929,-19.6938,0,0,0
0.011,-3.28844,-1.15046,0.227171,0,0,0,0.753139,0.605664,-0.107233,0,0,0,-12.1363,-28.4206,20.1259,0,0,0,-10.6631,21.1026,-19.3358,0,0,0
0.012,-3.95523,-1.06073,0.21029,0,0,0,0.713047,0.602398,-0.107621,0,0,0,-11.9982,-27.7341,19.8453,0,0,0,-10.6561,20.3409,-19.0053,0,0,0
0.013,-4.563,-0.948163,0.188779,0,0,0,0.67648,0.595373,-0.107278,0,0,0,-11.7527,-26.9918,19.5664,0,0,0,-10.5785,19.6386,-18.6974,0,0,0
0.014,-5.09919,-0.818471,0.163685,0,0,0,0.643042,0.586018,-0.106475,0,0,0,-11.443,-26.212,19.2906,0,0,0,-10.454,18.9881,-18.4081,0,0,0
0.015,-5.55459,-0.676259,0.135848,0,0,0,0.612261,0.575467,-0.105434,0,0,0,-11.1018,-25.4096,19.0192,0,0,0,-10.3016,18.3813,-18.1339,0,0,0
0.016,-5.92307,-0.525149,0.105921,0,0,0,0.583655,0.564581,-0.104322,0,0,0,-10.7529,-24.596,18.7536,0,0,0,-10.1359,17.8099,-17.8719,0,0,0
0.017,-6.20132,-0.367918,0.0743982,0,0,0,0.556772,0.553978,-0.103266,0,0,0,-10.4126,-23.7805,18.4944,0,0,0,-9.96763,17.2666,-17.6198,0,0,0
0.018,-6.38863,-0.206645,0.0416407,0,0,0,0.531214,0.544075,-0.102352,0,0,0,-10.0912,-22.9703,18.2422,0,0,0,-9.8042,16.7449,-17.3754,0,0,0
0.019,-6.48662,-0.0428524,0.00790474,0,0,0,0.506645,0.53512,-0.101635,0,0,0,-9.79457,-22.1707,17.9971,0,0,0,-9.65034,16.2391,-17.1367,0,0,0
