"Timestamp","Actual_ZMPX","Actual_ZMPY","Trajectory_ZMPX","Trajectory_ZMPY","Reference_ZMPX","Reference_ZMPY","MultiBody_ZMPX","MultiBody_ZMPY","CoP_ZMPX","CoP_ZMPY","LinearMomentumX","LinearMomentumY","LinearMomentumZ","AngularMomentumX","AngularMomentumY","AngularMomentumZ"
0.001,93.3686,-21.5834,86.1268,-1.48239,86.1268,-1.48239,93.3686,-21.5834,0,0,0,0,0,0,0,0
0.002,93.3686,-21.5834,86.1268,-1.48238,86.1268,-1.48238,93.3686,-21.5834,233.063,126.521,-0.132557,-0.76785,0.681069,0.226156,-0.241605,-0.12565
0.003,351.984,-71.4819,86.1226,-1.48071,86.1226,-1.48071,221.098,29.9275,232.242,25.4698,-0.337676,-0.728282,2.5019,0.316899,-0.734059,-0.114546
0.004,157.13,-43.9726,86.1258,-1.48584,86.1258,-1.48584,218.03,168.858,233.063,126.521,-0.38825,-0.710541,2.62762,0.472136,-0.849186,-0.105249
0.005,207.592,-167.238,86.1376,-1.50291,86.1376,-1.50291,227.373,131.266,233.063,126.521,-0.478847,-0.595051,2.7757,0.599139,-0.977147,-0.0868048
0.006,219.702,-207.227,86.1515,-1.5315,86.1515,-1.5315,229.568,117.484,233.063,126.521,-0.579049,-0.447859,2.8994,0.711546,-1.10139,-0.0670983
0.007,114.103,-70.407,86.1669,-1.56953,86.1669,-1.56953,130.749,182.482,233.063,126.521,-0.595513,-0.409178,2.15125,0.718634,-1.02989,-0.0811067
0.008,123.252,-77.6318,86.1834,-1.62576,86.1834,-1.62576,-678.473,770.318,233.063,126.521,-0.619238,-0.364774,1.43723,0.725822,-0.971293,-0.0937046
0.009,117.156,-73.9155,86.1977,-1.69677,86.1977,-1.69677,-336.057,218.404,233.063,126.521,-0.638135,-0.323321,0.718629,0.737769,-0.910674,-0.107844
0.01,111.773,-69.5106,86.2099,-1.78172,86.2099,-1.78172,-251.144,16.8183,233.063,126.521,-0.65277,-0.285366,0.000277806,0.752749,-0.848724,-0.122604
0.011,109.177,-65.9142,86.2201,-1.87987,86.2201,-1.87987,-268.716,-143.657,233.063,126.521,-0.665354,-0.250265,-0.717839,0.770067,-0.786977,-0.137716
0.012,107.052,-63.1417,86.2286,-1.99072,86.2286,-1.99072,-285.974,-266.27,233.063,126.521,-0.676261,-0.217365,-1.43575,0.789114,-0.725429,-0.15309
0.013,105.251,-60.9728,86.2358,-2.11393,86.2358,-2.11393,-303.266,-365.894,233.063,126.521,-0.685747,-0.186186,-2.15339,0.809488,-0.66405,-0.168649
0.014,103.691,-59.205,86.2418,-2.2492,86.2418,-2.2492,-319.86,-453.351,233.063,126.521,-0.694004,-0.156411,-2.87066,0.830928,-0.602796,-0.184314
0.015,102.319,-57.6824,86.2468,-2.39627,86.2468,-2.39627,-335.652,-535.287,233.063,126.521,-0.70118,-0.127843,-3.58751,0.853266,-0.541624,-0.200004
0.016,101.106,-56.3031,86.2512,-2.55488,86.2512,-2.55488,-350.66,-615.54,233.063,126.521,-0.707404,-0.100369,-4.3039,0.876383,-0.480495,-0.215639
0.017,100.032,-55.0031,86.2549,-2.72473,86.2549,-2.72473,-365.255,-695.788,233.063,126.521,-0.712783,-0.0739257,-5.01979,0.90018,-0.419377,-0.231136
0.018,99.0827,-53.7459,86.2581,-2.90554,86.2581,-2.90554,-380.083,-777.172,233.063,126.521,-0.717417,-0.048478,-5.73515,0.92457,-0.358248,-0.246416
0.019,98.2475,-52.5174,86.261,-3.09698,86.261,-3.09698,-395.534,-858.499,233.063,126.521,-0.721399,-0.0240031,-6.44998,0.949458,-0.297096,-0.2614
0.02,97.5238,-51.3136,86.2636,-3.29872,86.2636,-3.29872,-412.363,-939.431,233.063,126.521,-0.724814,-0.000480667,-7.16426,0.974742,-0.235915,-0.276015
0.021,96.9021,-50.1385,86.2659,-3.51042,86.2659,-3.51042,-431.237,-1018.45,233.063,126.521,-0.727743,0.0221119,-7.87799,1.00031,-0.174707,-0.290191
0.022,96.3728,-48.9956,86.268,-3.73172,86.268,-3.73172,-452.583,-1094.88,233.063,126.521,-0.730262,0.0438003,-8.59118,1.02606,-0.113474,-0.303868
0.023,95.9335,-47.8935,86.27,-3.96227,86.27,-3.96227,-477.039,-1166.64,233.063,126.521,-0.732441,0.0646171,-9.30382,1.05186,-0.0522244,-0.316992
0.024,95.577,-46.8309,86.2718,-4.20173,86.2718,-4.20173,-505.227,-1233.34,233.063,126.521,-0.734344,0.0845948,-10.0159,1.0776,0.00903469,-0.329519
0.025,95.2907,-45.8149,86.2736,-4.44976,86.2736,-4.44976,-538.706,-1296.32,233.063,126.521,-0.736029,0.10377,-10.7275,1.10317,0.0702944,-0.341415
0.026,93.8651,-44.7221,86.2753,-4.706,86.2753,-4.706,-567.69,-1350.72,233.063,126.521,-0.736589,0.122081,-11.4385,1.12847,0.131611,-0.352626
0.027,93.8469,-43.8096,86.277,-4.97015,86.277,-4.97015,-609.727,-1403.18,233.063,126.521,-0.737145,0.139673,-12.149,1.15342,0.192932,-0.363143
0.028,93.87,-42.9337,86.2787,-5.24188,86.2787,-5.24188,-660.404,-1450.53,233.063,126.521,-0.737726,0.156575,-12.859,1.17792,0.254243,-0.37298
0.029,93.9145,-42.0919,86.2806,-5.52088,86.2806,-5.52088,-720.765,-1493.89,233.063,126.521,-0.738351,0.172811,-13.5685,1.20193,0.315536,-0.382144
0.03,93.9802,-41.269,86.2825,-5.80685,86.2825,-5.80685,-794.377,-1538.02,233.063,126.521,-0.739037,0.1884,-14.2774,1.22538,0.376806,-0.390646
0.031,94.0518,-40.4656,86.2846,-6.09948,86.2846,-6.09948,-884.052,-1583.17,233.063,126.521,-0.739788,0.203356,-14.9858,1.24825,0.43805,-0.3985
0.032,94.1279,-39.6729,86.2868,-6.39848,86.2868,-6.39848,-995.676,-1635.84,233.063,126.521,-0.740609,0.217687,-15.6937,1.27052,0.49927,-0.405728
0.033,94.2066,-38.8889,86.2892,-6.70356,86.2892,-6.70356,-1140.36,-1703.59,233.063,126.521,-0.741499,0.231401,-16.4011,1.29217,0.560468,-0.412355
