"Timestamp","Trajectory_LeftLeg_Joint6","Trajectory_LeftLeg_Joint5","Trajectory_LeftLeg_Joint4","Trajectory_LeftLeg_Joint3","Trajectory_LeftLeg_Joint2","Trajectory_LeftLeg_Joint1","Trajectory_RightLeg_Joint1","Trajectory_RightLeg_Joint2","Trajectory_RightLeg_Joint3","Trajectory_RightLeg_Joint4","Trajectory_RightLeg_Joint5","Trajectory_RightLeg_Joint6","Trajectory_Torso_Joint1","Trajectory_Torso_Joint2","Trajectory_LeftArm_Joint3","Trajectory_RightArm_Joint3","Actual_LeftFootX","Actual_LeftFootY","Actual_LeftFootZ","Actual_RightFootX","Actual_RightFootY","Actual_RightFootZ","Actual_CoMX","Actual_CoMY","Actual_CoMZ"
0.001,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0,0,0.778126,172.018,-2.98923,0.765879,94.498,-21.111,893.211
0.002,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0,0,0.778126,172.018,-2.98923,0.765884,94.498,-21.111,893.211
0.003,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0,0,0.768316,172.018,-2.98896,0.765066,94.4975,-21.1119,893.207
0.004,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0.00252308,-0.00075448,0.756432,172.017,-2.98842,0.763824,94.4961,-21.1142,893.202
0.005,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0.00784542,-0.0186292,0.7576,172.019,-2.98966,0.762346,94.4949,-21.1152,893.187
0.006,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0.0104167,-0.0522306,0.76069,172.026,-3.00524,0.763186,94.4936,-21.1161,893.163
0.007,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0.00834184,-0.101678,0.765269,172.036,-3.03474,0.766035,94.4924,-21.1168,893.129
0.008,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0.00081766,-0.167159,0.771528,172.052,-3.07764,0.770462,94.4913,-21.1172,893.085
0.009,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.0127936,-0.24865,0.779289,172.073,-3.13342,0.776192,94.4903,-21.1174,893.031
0.01,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.0328891,-0.34603,0.788398,172.1,-3.20154,0.782984,94.4893,-21.1174,892.968
0.011,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.0596685,-0.459087,0.798706,172.132,-3.28151,0.790623,94.4885,-21.1172,892.894
0.012,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.0931841,-0.587541,0.810063,172.169,-3.37289,0.798918,94.4877,-21.1168,892.81
0.013,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.133383,-0.731057,0.822316,172.213,-3.47525,0.807686,94.487,-21.1162,892.717
0.014,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.180144,-0.889262,0.835313,172.262,-3.5882,0.816765,94.4864,-21.1154,892.613
0.015,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.233299,-1.06175,0.848902,172.316,-3.71139,0.825993,94.4859,-21.1144,892.5
0.016,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.292663,-1.24812,0.862932,172.376,-3.84448,0.83522,94.4855,-21.1132,892.376
0.017,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.358037,-1.44792,0.877255,172.442,-3.98716,0.844315,94.4852,-21.1118,892.243
0.018,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.429228,-1.66072,0.891728,172.513,-4.13914,0.85313,94.4849,-21.1103,892.1
0.019,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.50605,-1.88609,0.906211,172.589,-4.30012,0.861538,94.4847,-21.1086,891.947
0.02,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.588332,-2.12359,0.920569,172.67,-4.46984,0.869408,94.4846,-21.1067,891.784
0.021,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.675914,-2.37279,0.93467,172.756,-4.64803,0.876616,94.4846,-21.1047,891.611
0.022,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.768653,-2.63326,0.948388,172.847,-4.83441,0.883034,94.4846,-21.1025,891.428
0.023,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.866417,-2.90459,0.961602,172.943,-5.02874,0.888538,94.4847,-21.1002,891.236
0.024,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-0.969088,-3.18636,0.974191,173.044,-5.23075,0.893005,94.4849,-21.0977,891.033
0.025,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.07656,-3.47818,0.98604,173.15,-5.44017,0.896313,94.4851,-21.0951,890.821
0.026,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.18872,-3.77964,0.997031,173.261,-5.65677,0.898329,94.4854,-21.0923,890.599
0.027,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.30549,-4.09037,1.00705,173.376,-5.88027,0.898932,94.4858,-21.0895,890.367
0.028,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.42677,-4.40997,1.01599,173.496,-6.11042,0.897991,94.4862,-21.0865,890.125
0.029,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.55248,-4.73808,1.02372,173.621,-6.34698,0.895376,94.4866,-21.0834,889.873
0.03,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.68253,-5.07432,1.03013,173.75,-6.58967,0.890951,94.4872,-21.0802,889.612
0.031,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.81683,-5.41833,1.03509,173.885,-6.83826,0.884579,94.4878,-21.0769,889.341
0.032,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.95531,-5.76973,1.03849,174.023,-7.09248,0.876116,94.4884,-21.0735,889.059
0.033,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-2.09799,-6.12801,1.04029,174.149,-7.29019,0.875788,94.4868,-21.0644,888.774
0.034,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-2.24169,-6.48883,1.04722,174.272,-7.47334,0.873756,94.4838,-21.0527,888.482
0.035,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-2.39152,-6.84699,1.05444,174.394,-7.65084,0.870892,94.4798,-21.0391,888.183
0.036,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-2.54931,-7.20057,1.06132,174.517,-7.82341,0.867298,94.4746,-21.0237,887.876
0.037,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-2.71577,-7.54822,1.06801,174.64,-7.99025,0.862921,94.4682,-21.0063,887.561
0.038,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-2.89136,-7.8889,1.07471,174.762,-8.15043,0.857683,94.4606,-20.9868,887.239
0.039,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-3.07642,-8.22176,1.08157,174.884,-8.30299,0.851501,94.4515,-20.9652,886.91
0.04,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-3.27123,-8.54611,1.08871,175.006,-8.44699,0.844294,94.441,-20.9413,886.574
0.041,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-3.47598,-8.8613,1.0962,175.126,-8.58145,0.835968,94.4289,-20.915,886.231
0.042,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-3.69081,-9.16673,1.10407,175.245,-8.70538,0.826445,94.4151,-20.8863,885.881
0.043,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-3.91582,-9.4618,1.11235,175.361,-8.81779,0.815619,94.3996,-20.855,885.525
0.044,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-4.15111,-9.74589,1.12101,175.475,-8.91761,0.8034,94.3823,-20.8211,885.162
0.045,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-4.39674,-10.0183,1.13001,175.587,-9.00381,0.789686,94.3631,-20.7844,884.793
0.046,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-4.65275,-10.2784,1.13928,175.695,-9.07526,0.774376,94.3418,-20.7448,884.417
0.047,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-4.91921,-10.5255,1.14875,175.8,-9.13084,0.757353,94.3185,-20.7022,884.036
0.048,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-5.19617,-10.7586,1.15838,175.903,-9.17717,0.739317,94.2932,-20.6574,883.649
0.049,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-5.48356,-10.9777,1.16887,176.005,-9.22365,0.721323,94.2661,-20.6117,883.258
0.05,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-5.78042,-11.1839,1.18146,176.109,-9.27013,0.703363,94.2372,-20.5654,882.864
0.051,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-6.08595,-11.3785,1.19651,176.212,-9.31661,0.685423,94.2064,-20.5187,882.466
0.052,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-6.39935,-11.5633,1.21398,176.316,-9.36307,0.667467,94.1739,-20.4718,882.066
0.053,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-6.7199,-11.7395,1.2337,176.419,-9.40944,0.649466,94.1395,-20.425,881.663
0.054,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-7.04684,-11.9086,1.25544,176.523,-9.45565,0.631392,94.1035,-20.3784,881.258
0.055,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-7.37948,-12.0718,1.27898,176.626,-9.50166,0.613207,94.0657,-20.3323,880.85
0.056,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-7.7171,-12.2304,1.30407,176.729,-9.5474,0.594891,94.0262,-20.2868,880.441
0.057,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-8.05969,-12.3856,1.33119,176.66,-9.58099,0.635906,93.9635,-20.2312,880.064
0.058,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-8.40802,-12.5225,1.40933,176.582,-9.61876,0.678337,93.8937,-20.1721,879.706
0.059,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-8.77772,-12.6396,1.50613,176.501,-9.6579,0.724764,93.8181,-20.111,879.362
0.06,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-9.17224,-12.7446,1.61879,176.42,-9.69753,0.769705,93.7375,-20.0484,879.022
0.061,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-9.59667,-12.8411,1.7342,176.339,-9.7369,0.813019,93.6527,-19.9849,878.682
0.062,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-10.0502,-12.9313,1.84949,176.26,-9.77587,0.854778,93.5639,-19.9209,878.341
0.063,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-10.5298,-13.0176,1.96468,176.181,-9.81439,0.895077,93.4714,-19.8563,877.999
0.064,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-11.0316,-13.1015,2.08029,176.103,-9.85249,0.934015,93.3754,-19.7912,877.657
0.065,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-11.5517,-13.1848,2.19652,176.026,-9.89025,0.971663,93.2761,-19.7258,877.315
0.066,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-12.0865,-13.2684,2.31342,175.949,-9.92764,1.00807,93.1738,-19.6602,876.974
0.067,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-12.6326,-13.3534,2.4308,175.874,-9.96464,1.0433,93.0687,-19.5943,876.634
0.068,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-13.1869,-13.4405,2.54832,175.8,-10.0012,1.07737,92.961,-19.5283,876.296
0.069,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-13.7464,-13.5304,2.6656,175.726,-10.0374,1.11032,92.851,-19.4623,875.959
0.07,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-14.3087,-13.6233,2.7822,175.654,-10.0731,1.14216,92.739,-19.3963,875.625
0.071,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-14.8714,-13.7198,2.89769,175.583,-10.1084,1.1729,92.6251,-19.3304,875.293
0.072,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-15.4324,-13.8197,3.01163,175.512,-10.1432,1.20254,92.5095,-19.2646,874.965
0.073,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-15.9899,-13.9233,3.12358,175.443,-10.1775,1.23107,92.3924,-19.199,874.639
0.074,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-16.5424,-14.0305,3.23315,175.375,-10.2113,1.25846,92.274,-19.1335,874.317
0.075,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-17.0883,-14.141,3.33996,175.308,-10.2445,1.28472,92.1544,-19.0681,874
0.076,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-17.6265,-14.2546,3.44364,175.243,-10.2772,1.3098,92.0337,-19.0029,873.686
0.077,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-18.1557,-14.371,3.54388,175.178,-10.3093,1.33369,91.9121,-18.9378,873.377
0.078,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-18.675,-14.4897,3.64038,175.115,-10.3407,1.35635,91.7897,-18.8728,873.073
0.079,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-19.1835,-14.6104,3.7329,175.054,-10.3715,1.37773,91.6665,-18.8079,872.775
