"Timestamp","BallCollision_NumContacts","BallCollision_ForceAmplitude"
4.872,4,0.00623556
4.873,4,0.00452211
4.874,5,0.00437395
4.875,5,0.00408159
4.876,5,0.00365072
4.877,5,0.00327016
4.878,5,0.00299284
4.879,5,0.00272476
4.88,5,0.00246697
4.881,5,0.00248491
4.882,5,0.775985
4.883,5,2.27544
4.884,5,0.0244866
4.885,5,0.0288839
4.886,5,0.0160182
4.887,5,0.0133193
4.888,5,0.0154375
4.889,5,0.0144241
4.89,5,0.0155275
4.891,5,0.0142544
4.892,5,0.0133578
4.893,5,0.0176742
4.894,5,0.0323625
4.895,5,0.0102225
4.896,5,0.00496269
4.897,5,0.00501061
4.898,5,0.00498746
4.899,5,0.00490789
4.9,5,0.00456228
4.901,5,0.00396257
4.902,5,0.00346288
4.903,5,0.00292863
4.904,5,0.00329794
4.905,5,0.00357093
4.906,5,0.0037258
4.907,5,0.00382649
4.908,5,0.00383844
4.909,5,0.00381062
4.91,5,0.00380181
4.911,5,0.00371671
4.912,5,0.00367163
4.913,5,0.00367558
4.914,5,0.00426436
4.915,5,0.00427731
4.916,5,0.00425406
4.917,5,0.00423613
4.918,5,0.00421143
4.919,5,0.0041601
4.92,5,0.00394102
4.921,5,0.00356965
4.922,5,0.00354493
4.923,5,0.00352378
4.924,5,0.00472759
4.925,5,0.00503993
4.926,5,0.00517647
4.927,5,0.00555556
4.928,5,0.00541592
4.929,5,0.00511319
4.93,5,0.00503211
4.931,5,0.00443886
4.932,5,0.00425815
4.933,5,0.00387607
4.934,5,0.00275326
4.935,5,0.00236678
4.936,5,0.00245859
4.937,5,0.00256806
4.938,5,0.00271166
4.939,5,0.00287461
4.94,5,0.00305737
4.941,5,0.00325895
4.942,5,0.00348512
4.943,5,0.00386524
4.944,5,0.00406987
4.945,5,0.00412694
4.946,5,0.00412172
4.947,5,0.00408063
4.948,5,0.00427343
4.949,5,0.0045244
4.95,5,0.00398615
4.951,5,0.00359666
4.952,5,0.00332667
4.953,5,0.00311262
4.954,5,0.0025716
4.955,5,0.00359228
4.956,5,0.00346423
4.957,5,0.00309863
4.958,5,0.00277462
4.959,5,0.00254728
4.96,5,0.0024337
4.961,5,0.00242003
4.962,5,0.00249599
4.963,5,0.00274477
4.964,5,0.00286008
4.965,5,0.00322788
4.966,5,0.00367279
4.967,5,0.00407279
4.968,5,0.00490782
4.969,5,0.0112937
4.97,5,0.00554059
4.971,5,0.00531895
4.972,5,0.00467351
4.973,5,0.00435835
4.974,5,0.00438811
4.975,5,0.00391975
4.976,5,0.00335929
4.977,5,0.00285357
4.978,5,0.00246565
4.979,5,0.00220963
4.98,5,0.00208713
4.981,5,0.00209257
4.982,5,0.00220506
4.983,5,0.00247096
4.984,5,0.00330774
4.985,5,0.00374984
4.986,5,0.00393733
4.987,5,0.00399414
4.988,5,0.00398032
4.989,5,0.00391414
4.99,5,0.00382338
4.991,5,0.00370606
4.992,5,0.00356758
4.993,5,0.00307661
4.994,5,0
4.995,5,0
4.996,5,0
4.997,5,0
4.998,5,0
4.999,5,0.00171513
5,5,0.00111485
