"Timestamp","BallCollision_NumContacts","BallCollision_ForceAmplitude"
4.839,1,9.06408
4.84,1,0
4.841,1,0.582544
4.842,1,0
4.843,1,0
4.844,1,0
4.845,1,0
4.846,1,0
4.847,1,0
4.848,1,0
4.849,1,0
4.85,1,0
4.851,1,0
4.852,1,0
4.853,1,0
4.854,1,0
4.855,1,0
4.856,1,0
4.857,1,0
4.858,1,0
4.859,1,0
4.86,1,0
4.861,1,0
4.862,1,0
4.863,1,0
4.864,1,0
4.865,1,0
4.866,1,0
4.867,1,0
4.868,1,0
4.869,1,0
4.87,1,0
4.871,1,0
4.872,1,0
4.873,1,0
4.874,1,0
4.875,1,0
4.876,1,0
4.877,1,0
4.878,1,0
4.879,2,0
4.88,2,0
4.881,2,0
4.882,2,0
4.883,2,0
4.884,2,0
4.885,1,0
4.955,1,0
4.956,1,0
4.957,2,0
4.958,2,0
4.959,2,0
4.96,2,0
4.961,2,0
4.962,1,0
4.963,1,0
4.964,1,0
4.965,1,0
4.966,1,0
4.967,1,0
4.968,1,0
4.969,1,0
4.97,1,0
4.971,1,0
4.972,1,0
4.973,1,0
4.974,1,0
4.975,1,0
4.976,1,0
4.977,1,0
4.978,1,0
4.979,1,0
4.98,1,0.125306
4.981,1,0
4.982,1,0
4.983,1,0.0509153
4.984,1,0.0591236
4.985,1,0
4.986,1,0
4.987,1,0
4.988,1,0.0137895
4.989,1,0.000592226
4.99,1,0.000480043
4.991,1,0.00027713
4.992,1,0.000200377
4.993,1,0.000261432
4.994,2,1.01457
4.995,2,0.00147889
4.996,2,0.00095037
4.997,2,0.00096826
4.998,2,0.0010063
4.999,2,0.0011008
5,2,0.00122879
5.001,2,0.00139785
5.002,2,0.00157349
5.003,2,0.00174389
5.004,2,0.00196488
5.005,2,0.00206798
5.006,2,0.00210264
5.007,2,0.00209558
5.008,2,0.00206898
5.009,2,0.00205375
5.01,2,0.0411488
5.011,2,0
5.012,2,0.00142538
5.013,2,0.00222935
5.014,2,0.00231943
5.015,2,0.00232286
5.016,2,0.00226615
5.017,2,0.0021889
5.018,2,0.0197071
5.019,2,0.00605796
5.02,2,0.00495686
5.021,2,0.0047008
5.022,2,0.00413354
5.023,2,0.00418204
5.024,2,0.00514883
5.025,2,0.00515435
5.026,2,0.00471404
5.027,2,0.00414626
5.028,2,0.00403481
5.029,2,0.00250223
5.03,2,0.00237024
5.031,2,0.00230805
5.032,2,0.00224686
5.033,2,0.00223839
5.034,2,0.00254496
5.035,2,0.00277204
5.036,2,0.00294507
5.037,2,0.0207629
5.038,2,0
5.039,2,0.0041303
5.04,2,0.00647507
5.041,2,0.00558259
5.042,2,0.000885178
5.043,2,0.00539941
5.044,2,0.00178017
5.045,2,0.00556739
5.046,2,0.00214716
5.047,2,0.00473971
5.048,2,0.0223605
5.049,2,0.0170171
5.05,2,0.00750896
5.051,2,0.00670236
5.052,2,0.00646792
5.053,2,0.0131716
5.054,2,0.00625596
5.055,2,0.00653158
5.056,3,6.74587
5.057,3,0.00381453
5.058,3,0.00294232
5.059,3,0.00220015
5.06,3,0.0028502
5.061,3,0.000857045
5.062,3,0.000634461
5.063,4,0.0731529
5.064,4,0.000852949
5.065,4,0
5.066,4,0
5.067,4,0
5.068,4,0
5.069,4,0
5.07,4,0
5.071,4,0
5.072,4,0
5.073,4,0.00298864
5.074,4,0.00125263
5.075,4,0.000277581
5.076,4,4.68829e-05
5.077,4,0
5.078,4,0
5.079,4,0
5.08,4,0
5.081,4,0
5.082,4,0
5.083,4,0
5.084,4,0
5.085,4,0
5.086,4,0.00106775
5.087,4,0.000588238
5.088,4,0.000803853
5.089,4,0.000976694
5.09,4,0.00109676
5.091,4,0.00115761
5.092,4,0.00115897
5.093,4,0.000989392
5.094,4,0.000712775
5.095,4,0.000649016
5.096,4,0.000698674
5.097,4,0.000794817
5.098,4,0.00087903
5.099,4,0.000941832
5.1,4,0.000970462
