"Timestamp","Trajectory_LeftLeg_Joint6","Trajectory_LeftLeg_Joint5","Trajectory_LeftLeg_Joint4","Trajectory_LeftLeg_Joint3","Trajectory_LeftLeg_Joint2","Trajectory_LeftLeg_Joint1","Trajectory_RightLeg_Joint1","Trajectory_RightLeg_Joint2","Trajectory_RightLeg_Joint3","Trajectory_RightLeg_Joint4","Trajectory_RightLeg_Joint5","Trajectory_RightLeg_Joint6","Trajectory_Torso_Joint1","Trajectory_Torso_Joint2","Trajectory_LeftArm_Joint3","Trajectory_RightArm_Joint3","Actual_LeftFootX","Actual_LeftFootY","Actual_LeftFootZ","Actual_RightFootX","Actual_RightFootY","Actual_RightFootZ","Target_LeftFootX","Target_LeftFootY","Target_LeftFootZ","Target_RightFootX","Target_RightFootY","Target_RightFootZ","Target_CoMX","Target_CoMY","Target_CoMZ","Actual_CoMX","Actual_CoMY","Actual_CoMZ"
0.05,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.61735,-2.16708,0.269235,172.99,-3.53378,0.404419,-13.99,-1.09148,0,185.773,-1.92323,0.000486374,0.000121615,1.28272e-05,0.86,93.3644,-21.6446,889.807
0.051,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.64647,-2.1497,0.295096,173.023,-3.5426,0.425272,-13.99,-1.09148,0,185.773,-1.92323,0.000486374,0.000121615,1.28272e-05,0.86,93.3286,-21.6528,889.705
0.052,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.67641,-2.1342,0.318222,173.061,-3.54442,0.451851,-13.99,-1.09148,0,185.773,-1.92323,0.000486374,0.000121615,1.28272e-05,0.86,93.295,-21.6586,889.608
0.053,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.70618,-2.11948,0.338067,173.106,-3.53852,0.480114,-13.99,-1.09148,0,185.773,-1.92323,0.000486374,0.000121615,1.28272e-05,0.86,93.2638,-21.6618,889.51
0.054,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.73577,-2.10512,0.356757,173.159,-3.52457,0.508606,-13.99,-1.09148,0,185.773,-1.92323,0.000486374,0.000121615,1.28272e-05,0.86,93.235,-21.6626,889.41
0.055,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.76668,-2.09738,0.375251,173.221,-3.50247,0.537119,-13.99,-1.09148,0,185.773,-1.92323,0.000486374,0.000121615,1.28272e-05,0.86,93.2086,-21.6608,889.307
0.056,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.79711,-2.09023,0.394938,173.291,-3.47242,0.565763,-13.99,-1.09148,0,185.773,-1.92323,0.000486374,0.000121615,1.28272e-05,0.86,93.1847,-21.6565,889.202
0.057,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.82454,-2.07661,0.416973,173.369,-3.43474,0.594671,-13.99,-1.09148,0,185.773,-1.92323,0.000486374,0.000121615,1.28272e-05,0.86,93.1632,-21.6499,889.094
0.058,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.85066,-2.0611,0.44052,173.456,-3.38985,0.623936,-13.99,-1.09148,0,185.773,-1.92323,0.000486374,0.000121615,1.28272e-05,0.86,93.1442,-21.6409,888.985
0.059,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,-1.8764,-2.04638,0.465246,173.55,-3.33827,0.653564,-13.99,-1.09148,0,185.773,-1.92323,0.000486374,0.000121615,1.28272e-05,0.86,93.1274,-21.6297,888.873
