"Timestamp","Actual_ZMPX","Actual_ZMPY","Trajectory_ZMPX","Trajectory_ZMPY","Reference_ZMPX","Reference_ZMPY","MultiBody_ZMPX","MultiBody_ZMPY","CoP_ZMPX","CoP_ZMPY","LinearMomentumX","LinearMomentumY","LinearMomentumZ","AngularMomentumX","AngularMomentumY","AngularMomentumZ","CoMAngularMomentumX","CoMAngularMomentumY","CoMAngularMomentumZ"
0.095,-14.4431,-98.9518,88.3269,-1.0114,174.23,-1.44597,-52.6288,-129.986,-60.8771,-132.47,2.25169,3.99946,-12.7523,-0.33315,2.51591,0.185756,2.91652,-0.639082,-0.229894
0.096,-15.6555,-98.8709,88.3996,-0.969522,174.303,-1.38352,-52.8305,-129.643,-60.8771,-132.47,2.33826,4.06222,-12.8452,-0.397863,2.61317,0.192927,2.905,-0.626413,-0.2303
0.097,-18.1087,-98.1755,88.4728,-0.927884,174.377,-1.32128,-53.8168,-128.96,-60.8771,-132.47,2.42684,4.12448,-12.9358,-0.46249,2.71117,0.200226,2.89317,-0.614538,-0.23057
0.098,-16.7537,-98.5084,88.5465,-0.886595,174.45,-1.25937,-52.996,-128.646,-60.8772,-132.47,2.51437,4.18706,-13.0245,-0.527209,2.80879,0.207623,2.88156,-0.601943,-0.230747
0.099,-18.6993,-97.7694,88.6205,-0.845426,174.524,-1.19756,-53.6545,-127.983,-60.8771,-132.47,2.60351,4.24911,-13.1109,-0.591866,2.90698,0.21521,2.86959,-0.589966,-0.230715
0.1,-19.2025,-98.0998,88.6951,-0.804606,174.599,-1.13608,-53.6821,-127.892,-60.8772,-132.47,2.69311,4.31149,-13.1948,-0.656816,3.00533,0.222935,2.85766,-0.577979,-0.230582
0.101,-22.1422,-98.2822,88.7701,-0.763929,174.674,-1.07473,-54.853,-128.07,-60.8772,-132.47,2.78511,4.37408,-13.2759,-0.722289,3.1046,0.230818,2.84544,-0.566909,-0.230355
0.102,-22.0712,-98.0419,88.8457,-0.723342,174.75,-1.01347,-54.8214,-127.749,-60.8772,-132.47,2.8771,4.43653,-13.3547,-0.787891,3.20399,0.23864,2.83302,-0.555483,-0.230174
0.103,-22.1705,-97.8386,88.9219,-0.682844,174.826,-0.952298,-54.7818,-127.497,-60.8772,-132.47,2.96923,4.49889,-13.4311,-0.85368,3.30352,0.246514,2.82036,-0.543807,-0.229931
0.104,-22.3253,-97.6245,88.9985,-0.642421,174.903,-0.891185,-54.7258,-127.265,-60.8772,-132.47,3.06153,4.56113,-13.5051,-0.919682,3.40318,0.254485,2.80743,-0.531914,-0.229581
0.105,-22.4546,-97.3825,89.0756,-0.602055,174.98,-0.83012,-54.6472,-127.05,-60.8771,-132.47,3.154,4.62325,-13.5765,-0.985915,3.50295,0.262566,2.79421,-0.519793,-0.229109
0.106,-22.5421,-97.1124,89.1533,-0.561732,175.058,-0.769092,-54.5526,-126.851,-60.8771,-132.47,3.24658,4.68521,-13.6454,-1.05239,3.60284,0.270756,2.78065,-0.507419,-0.228514
0.107,-22.5746,-96.8041,89.2314,-0.521435,175.136,-0.708092,-54.4366,-126.666,-60.8771,-132.47,3.33925,4.747,-13.7118,-1.11912,3.70282,0.279047,2.76672,-0.494765,-0.2278
0.108,-22.5564,-96.4604,89.3101,-0.481152,175.215,-0.647112,-54.3027,-126.493,-60.8771,-132.47,3.43196,4.80857,-13.7754,-1.18612,3.8029,0.287426,2.75238,-0.4818,-0.226974
0.109,-22.4922,-96.0779,89.3892,-0.440871,175.294,-0.586146,-54.1507,-126.326,-60.8771,-132.47,3.52468,4.8699,-13.8364,-1.2534,3.90305,0.295884,2.7376,-0.468494,-0.226046
0.11,-22.3864,-95.6548,89.4688,-0.400584,175.373,-0.525191,-53.9853,-126.166,-60.8771,-132.47,3.61738,4.93096,-13.8947,-1.32097,4.00329,0.304407,2.72234,-0.454824,-0.225022
0.111,-22.245,-95.1943,89.5489,-0.360281,175.453,-0.464242,-53.8044,-126.012,-60.8771,-132.47,3.71002,4.99172,-13.9502,-1.38884,4.10359,0.312985,2.70656,-0.440764,-0.223911
0.112,-22.0739,-94.7005,89.6293,-0.319956,175.534,-0.403296,-53.6116,-125.862,-60.877,-132.47,3.80259,5.05216,-14.0028,-1.45702,4.20395,0.32161,2.69023,-0.426294,-0.222719
0.113,-21.8736,-94.1755,89.7102,-0.279603,175.615,-0.342352,-53.4135,-125.719,-60.877,-132.47,3.89505,5.11224,-14.0526,-1.52552,4.30438,0.330273,2.67332,-0.411395,-0.221449
0.114,-21.6362,-93.6292,89.7914,-0.239213,175.696,-0.281406,-53.1985,-125.585,-60.877,-132.47,3.9874,5.17195,-14.0995,-1.59434,4.40486,0.338976,2.65581,-0.396046,-0.220101
0.115,-21.3529,-93.0794,89.873,-0.198781,175.778,-0.220454,-52.9663,-125.472,-60.8769,-132.47,4.07958,5.23129,-14.1434,-1.66351,4.50538,0.34772,2.63768,-0.380222,-0.21867
0.116,-20.8691,-92.5669,89.9548,-0.158296,175.859,-0.159491,-52.6643,-125.399,-60.8769,-132.47,4.17143,5.29029,-14.1843,-1.73306,4.6059,0.356517,2.61893,-0.363827,-0.217145
