"Timestamp","Actual_ZMPX","Actual_ZMPY","Trajectory_ZMPX","Trajectory_ZMPY","Reference_ZMPX","Reference_ZMPY","MultiBody_ZMPX","MultiBody_ZMPY","CoP_ZMPX","CoP_ZMPY","LinearMomentumX","LinearMomentumY","LinearMomentumZ","AngularMomentumX","AngularMomentumY","AngularMomentumZ"
7.875,159.239,713.947,86.7708,819.407,87.9871,822.03,176.427,724.804,183.362,715.366,-12.4909,17.7293,-3.97571,-20.1158,-13.1431,10.0287
7.876,150.478,723.121,86.756,819.394,87.9719,822.016,175.755,716.644,183.362,715.366,-12.5855,17.7509,-4.00558,-20.1604,-13.2371,10.1021
7.877,136.914,731.219,86.7413,819.38,87.9569,822.003,175.008,708.197,183.362,715.366,-12.6692,17.7662,-4.03542,-20.2109,-13.3307,10.168
7.878,169.416,699.808,86.7272,819.367,87.9424,821.99,170.509,733.335,183.362,715.366,-12.7796,17.8073,-3.99674,-20.1943,-13.4331,10.2444
7.879,182.989,696.922,86.7121,819.354,87.927,821.977,171.891,736.534,183.362,715.366,-12.9013,17.851,-3.92936,-20.1544,-13.5416,10.33
7.88,185.89,694.077,86.6959,819.339,87.9103,821.962,172.329,737.556,183.362,715.366,-13.0255,17.8972,-3.86886,-20.119,-13.6494,10.4187
7.881,186.552,694.268,86.6785,819.323,87.8925,821.946,172.792,737.017,183.362,715.366,-13.1504,17.9435,-3.82835,-20.0989,-13.7542,10.5095
7.882,182.107,694.126,86.6601,819.306,87.8737,821.929,173.338,734.899,183.362,715.366,-13.2718,17.9901,-3.80895,-20.0961,-13.8558,10.5991
7.883,-221.789,958.884,86.6411,819.288,87.8542,821.912,86.6905,975.307,108.609,958.638,-13.0631,17.8204,-3.43268,-19.5715,-13.9259,10.4039
7.884,16.1856,1001.82,86.657,819.286,87.8698,821.91,82.8419,977.503,106.993,963.898,-13.0492,17.6159,-3.12575,-19.1126,-13.9862,10.3651
7.885,56.5579,970.35,86.77,819.381,87.8935,821.895,88.9115,965.403,106.993,963.898,-13.0684,17.4372,-2.8305,-18.6773,-14.0518,10.3631
7.886,66.0848,957.258,86.7916,819.378,87.9147,821.892,91.239,955.439,106.993,963.898,-13.0955,17.2694,-2.53685,-18.2537,-14.1196,10.3742
7.887,62.0705,922.11,86.8132,819.375,87.9359,821.889,91.9512,944.812,106.993,963.898,-13.1195,17.1306,-2.47778,-18.0624,-14.1668,10.3853
7.888,67.9342,899.712,86.8336,819.372,87.956,821.887,89.6806,970.46,106.993,963.898,-13.1485,17.0103,-2.42359,-17.8566,-14.2118,10.3935
7.889,76.7046,900.176,86.8548,819.369,87.9768,821.884,91.3603,977.506,106.993,963.898,-13.1848,16.8898,-2.37264,-17.6487,-14.258,10.4085
7.89,79.2644,896.653,86.8769,819.366,87.9985,821.881,91.4958,978.985,106.993,963.898,-13.2233,16.7723,-2.33384,-17.4517,-14.3033,10.4277
7.891,82.5787,890.417,86.9001,819.363,88.0213,821.878,92.0665,977.598,106.993,963.898,-13.2647,16.6602,-2.31489,-17.2754,-14.3474,10.4522
7.892,84.3178,885.596,86.9244,819.36,88.0451,821.875,92.5723,974.309,106.993,963.898,-13.3077,16.5522,-2.31534,-17.1205,-14.3901,10.4807
7.893,86.3579,882.342,86.9495,819.356,88.0698,821.871,93.315,969.471,106.993,963.897,-13.3525,16.447,-2.33431,-16.9871,-14.4318,10.5127
