"Timestamp","BallCollision_NumContacts","BallCollision_ForceAmplitude"
4.795,1,9.88206
4.796,1,0
4.797,1,0
4.798,1,0
4.799,1,0
4.8,1,0
4.801,1,0
4.802,1,0
4.803,1,0
4.804,1,0
4.805,1,0
4.806,1,0
4.807,1,0
4.808,1,0
4.809,1,0
4.81,1,0
4.811,1,0
4.812,1,0
4.813,1,0
4.814,1,0
4.815,1,0
4.816,1,0
4.817,1,0
4.818,1,0
4.819,1,0
4.82,1,0
4.821,1,0
4.822,1,0
4.823,1,0
4.824,1,0
4.825,1,0
4.826,1,0
4.827,1,0
4.828,1,0
4.829,1,0
4.83,1,0
4.831,1,0
4.832,1,0
4.833,1,0
4.834,1,0
4.835,1,0
4.836,1,0
4.837,1,0
4.838,1,0
4.839,1,0
4.84,2,0
4.841,2,0
4.842,2,0
4.843,2,0
4.844,1,0
4.845,1,0
4.846,2,0
4.847,2,0
4.848,2,0
4.849,1,0
4.85,1,0
4.851,1,0
4.852,1,0
4.853,2,0
4.854,2,0
4.855,1,0
4.86,1,0
4.861,1,0
4.862,1,0
4.863,1,0
4.864,2,0
4.865,2,0
4.866,1,0
4.867,2,0
4.868,2,0
4.869,2,0
4.87,2,0
4.871,1,0
4.872,1,0
4.873,1,0
4.874,1,0
4.875,1,0
4.876,1,0
5.041,1,0
5.042,1,0
5.043,1,0.266744
5.044,1,0.417555
5.045,1,0
5.046,1,0
5.047,1,0.0595098
5.048,1,0.00314225
5.049,1,0.00385177
5.05,1,0.00390424
5.051,1,0.00400921
5.052,1,0.00407577
5.053,1,0.00431409
5.054,1,0.00443016
5.055,1,0.00451769
5.056,1,0.00458931
5.057,1,0.00465347
5.058,1,0.0047064
5.059,1,0.00474714
5.06,1,0.00478468
