"Timestamp","BallCollision_NumContacts","BallCollision_ForceAmplitude"
5.051,2,10.8215
5.052,3,0
5.053,2,0
5.054,2,1.05343
5.055,2,0
5.056,2,0
5.057,2,0
5.058,3,0.0762949
5.059,4,0.0280015
5.06,4,0
5.061,5,0
5.062,6,2.7704
5.063,6,0.126876
5.064,6,6.71595
5.065,6,1.27378
5.066,6,0.0135406
5.067,6,0.0136014
5.068,6,0.00637195
5.069,6,0.00518231
5.07,6,0.00473435
5.071,6,0.00298085
5.072,6,0.0032519
5.073,6,0.0040729
5.074,6,0.00481862
5.075,6,0.0501712
5.076,6,0.00209962
5.077,6,0.00185397
5.078,6,0.00316135
5.079,6,0.662505
5.08,6,0.000623814
5.081,6,0.000285909
5.082,6,0.000581934
5.083,6,0.00170376
5.084,6,0.00988517
5.085,6,0.52626
5.086,6,0.00149581
5.087,6,0.00139504
5.088,6,0.0609597
5.089,6,0.0638491
5.09,6,0.0282613
5.091,6,0.029181
5.092,6,0.0296318
5.093,6,0.0307202
5.094,6,0.0284919
5.095,6,0.0260886
5.096,6,0.0242738
5.097,6,0.0230868
5.098,6,0.0224702
5.099,6,0.022328
5.1,6,0.0225498
5.101,6,0.0230318
5.102,6,0.0236873
5.103,6,0.0247825
5.104,6,0.0227813
5.105,6,0.0207353
5.106,6,0.0194006
5.107,6,0.0187798
5.108,6,0.0187837
5.109,6,0.0192901
5.11,6,0.020167
5.111,6,0.0212923
5.112,6,0.022564
5.113,6,0.0243449
5.114,6,0.0232296
5.115,6,0.021775
5.116,6,0.0208308
5.117,6,0.0204432
5.118,6,0.0205556
5.119,6,0.0210716
5.12,6,0.0218806
5.121,6,0.0228774
5.122,6,0.023974
5.123,6,0.0256309
5.124,6,0.0245366
5.125,6,0.0231003
5.126,6,0.0221577
5.127,6,0.0217299
5.128,6,0.021757
5.129,6,0.0221513
5.13,6,0.0228101
5.131,6,0.0236459
5.132,6,0.0245757
5.133,6,0.026132
5.134,6,0.0251038
5.135,6,0.0236297
