"Timestamp","BallCollision_NumContacts","BallCollision_ForceAmplitude"
5.136,6,0.0226023
5.137,6,0.0220554
5.138,6,0.0219155
5.139,6,0.0221131
5.14,6,0.0225693
5.141,6,0.0232066
5.142,6,0.0239551
5.143,6,0.0256848
5.144,6,0.0256769
5.145,6,0.0246707
5.146,6,0.0238037
5.147,6,0.0232214
5.148,6,0.0229322
5.149,6,0.0228965
5.15,6,0.0230496
5.151,6,0.0233224
5.152,6,0.0236528
5.153,6,0.0246355
5.154,6,0.0233694
5.155,6,0.0218974
5.156,6,0.0209295
5.157,6,0.0204236
5.158,6,0.020322
5.159,6,0.0205647
5.16,6,0.0210853
5.161,6,0.0218194
5.162,6,0.0227103
5.163,6,0.0243713
5.164,6,0.0237505
5.165,6,0.0226254
5.166,6,0.0218583
5.167,6,0.0214457
5.168,6,0.021347
5.169,6,0.0215133
5.17,6,0.0218855
5.171,6,0.0224037
5.172,6,0.0230149
5.173,6,0.0245654
5.174,6,0.0244013
5.175,6,0.0234722
5.176,6,0.0227559
5.177,6,0.0222971
5.178,6,0.0220878
5.179,6,0.0221041
5.18,6,0.0223061
5.181,6,0.0226471
5.182,6,0.0230832
5.183,6,0.0244963
5.184,6,0.0245061
5.185,6,0.0237472
5.186,6,0.0231294
5.187,6,0.0226876
5.188,6,0.0224255
5.189,6,0.0223378
5.19,6,0.022403
5.191,6,0.0225915
5.192,6,0.0228721
5.193,6,0.0242105
5.194,6,0.0244753
5.195,6,0.0238361
5.196,6,0.0232505
5.197,6,0.0227784
5.198,6,0.0224431
5.199,6,0.0222557
5.2,6,0.0222087
5.201,6,0.0301429
5.202,6,0.136458
5.203,6,0.70437
5.204,6,0.0128486
5.205,6,0.0109585
5.206,6,0.0103512
5.207,6,0.0203394
5.208,6,0.00951992
5.209,6,0.071963
5.21,6,0.0217109
5.211,6,0.0221308
5.212,6,0.0226269
5.213,6,0.024419
5.214,6,0.025788
5.215,6,0.0257184
5.216,6,0.025359
5.217,6,0.023475
5.218,6,0.023249
5.219,6,0.0229472
5.22,6,0.0226578
5.221,6,0.0223906
5.222,6,0.0221419
5.223,6,0.0110765
5.224,6,0.0259412
5.225,6,0.0106655
5.226,6,0.0111076
5.227,6,0.0104909
5.228,6,0.0103419
5.229,6,0.0101477
5.23,6,0.00999954
5.231,6,0.0117409
5.232,6,0.0453186
5.233,6,0.0235525
5.234,6,0.0253007
5.235,6,0.0252662
5.236,6,0.0242118
5.237,6,0.0148669
5.238,6,0.0123763
5.239,6,0.0126453
5.24,6,0.0112291
5.241,6,0.0102078
5.242,6,0.00828964
5.243,6,0.0282031
5.244,6,0.0164373
5.245,6,0.0180549
5.246,6,0.0187134
5.247,6,0.0186484
5.248,6,0.0181436
5.249,6,0.0173165
5.25,6,0.0162701
5.251,6,0.0149024
5.252,6,0.0134179
5.253,6,0.0142311
5.254,6,0.0163729
5.255,6,0.0164722
5.256,6,0.0162886
5.257,6,0.015236
5.258,6,0.014116
5.259,6,0.0133592
5.26,6,0.0118524
5.261,6,0.011543
5.262,6,0.0105572
5.263,6,0.0122355
5.264,6,0.0145377
5.265,6,0.0155564
5.266,6,0.0159293
5.267,6,0.0149359
5.268,6,0.0144214
5.269,6,0.0129302
5.27,6,0.0119202
5.271,6,0.0113391
5.272,6,0.0105361
5.273,6,0.0117547
5.274,6,0.0139412
5.275,6,0.00902669
5.276,6,0.0227425
5.277,6,0.0139829
5.278,6,0.0134569
5.279,6,0.0122097
5.28,6,0.0118049
5.281,6,0.0105174
5.282,6,0.0104056
5.283,6,0.0121458
5.284,6,0.0180591
5.285,6,0.0208316
5.286,6,0.021496
5.287,6,0.021767
5.288,6,0.0208143
5.289,6,0.0192345
5.29,6,0.017535
5.291,6,0.0158302
5.292,6,0.0127311
5.293,6,0.0126825
5.294,6,0.0133288
5.295,6,0.013166
5.296,6,0.014009
5.297,6,0.0133152
5.298,6,0.0132985
5.299,6,0.0125648
5.3,6,0.0113104
5.301,6,0.01015
5.302,6,0.0094899
5.303,6,0.00986782
5.304,6,0.0163554
5.305,6,0.0211907
5.306,6,0.0216524
5.307,6,0.0222188
5.308,6,0.0217737
5.309,6,0.0213366
5.31,6,0.021061
5.311,6,0.0217599
5.312,6,0.0217712
5.313,6,0.0219188
5.314,6,0.0240508
5.315,6,0.01407
5.316,6,0.0168712
5.317,6,0.0166291
5.318,6,0.0140749
5.319,6,0.013694
5.32,6,0.0129287
