"Timestamp","BallCollision_NumContacts","BallCollision_ForceAmplitude"
4.834,1,9.05333
4.835,1,0
4.836,1,0.588029
4.837,1,0
4.838,1,0
4.839,1,0
4.84,1,0
4.841,2,0
4.842,2,0
4.843,2,0
4.844,2,0
4.845,2,0
4.846,2,0
4.847,2,0
4.848,2,0
4.849,2,0
4.85,2,0
4.851,2,0
4.852,2,0
4.853,2,0
4.854,2,0
4.855,2,0
4.856,2,0
4.857,2,0
4.858,2,0
4.859,2,0
4.86,2,0
4.861,2,0
4.862,2,0
4.863,2,0
4.864,1,0
4.865,1,0
4.866,1,0
4.867,1,0
4.868,1,0
4.869,1,0
4.87,1,0
4.871,1,0
4.872,1,0
4.873,1,0
4.874,1,0
4.875,2,0
4.876,2,0
4.877,2,0
4.878,2,0
4.945,1,0
4.946,1,0
4.947,1,0
4.948,2,0
4.949,2,0
4.95,1,0
4.951,2,0
4.952,2,0
4.953,2,0
4.954,2,0
4.955,2,0
4.956,1,0
4.957,1,0
4.958,1,0
4.959,1,0
4.96,1,0
4.961,1,0
4.962,1,0
4.963,1,0
4.964,1,0
4.965,1,0
4.966,1,0
4.967,1,0
4.968,1,0
4.969,2,0
4.97,2,0.132157
4.971,2,0
4.972,2,0
4.973,2,0
4.974,2,0
4.975,2,0
4.976,2,0
4.977,2,0
4.978,2,0
4.979,2,0
4.98,2,0
4.981,2,0
4.982,2,0
4.983,2,0
4.984,1,0
4.985,1,0
4.986,1,0
4.987,1,0
4.988,1,0
4.989,1,0
4.99,1,0
4.991,1,0
4.992,1,0
4.993,1,0
4.994,1,0
4.995,1,0
4.996,1,0
4.997,1,0
4.998,1,0
4.999,1,0
5,1,0
5.001,1,0
5.002,1,0
5.003,1,0
5.004,1,0
5.005,1,0
5.006,1,0
5.007,1,0
5.008,1,0
5.009,1,0
5.01,1,0
5.011,1,0
5.012,1,0
5.013,1,0
5.014,1,0
5.015,1,0
5.016,1,0
5.017,1,0
5.018,1,0
5.019,1,0
5.02,1,0
5.021,1,0
5.022,1,0
5.023,1,0
5.024,1,0
5.025,1,0
5.026,1,0
5.027,1,0
5.028,1,0
5.029,1,0
