"Timestamp","Trajectory_LeftLeg_Joint6","Trajectory_LeftLeg_Joint5","Trajectory_LeftLeg_Joint4","Trajectory_LeftLeg_Joint3","Trajectory_LeftLeg_Joint2","Trajectory_LeftLeg_Joint1","Trajectory_RightLeg_Joint1","Trajectory_RightLeg_Joint2","Trajectory_RightLeg_Joint3","Trajectory_RightLeg_Joint4","Trajectory_RightLeg_Joint5","Trajectory_RightLeg_Joint6","Trajectory_Torso_Joint1","Trajectory_Torso_Joint2","Trajectory_LeftArm_Joint3","Trajectory_RightArm_Joint3","Actual_LeftFootX","Actual_LeftFootY","Actual_LeftFootZ","Actual_RightFootX","Actual_RightFootY","Actual_RightFootZ","Target_LeftFootX","Target_LeftFootY","Target_LeftFootZ","Target_RightFootX","Target_RightFootY","Target_RightFootZ","Target_CoMX","Target_CoMY","Target_CoMZ","Actual_CoMX","Actual_CoMY","Actual_CoMZ"
0.001,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0,0,0,172.018,-2.98923,-0.0121975,-13.8699,-0.680533,0,185.888,-2.3087,0.000486374,0.000121615,1.28272e-05,0.86,94.498,-21.111,892.433
0.002,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0,0,-0.00932412,172.01,-2.98604,0.0283928,-13.8699,-0.680533,0,185.888,-2.3087,0.000486374,0.000121615,1.28272e-05,0.86,94.4961,-21.121,892.442
0.003,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0.00617119,-0.00965472,-0.00201103,172.01,-2.98597,0.0892944,-13.8699,-0.680533,0,185.888,-2.3087,0.000486374,0.000121615,1.28272e-05,0.86,94.4914,-21.1307,892.475
0.004,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0.029633,-0.0311485,0.0384705,172.007,-2.98491,0.14394,-13.8699,-0.680533,0,185.888,-2.3087,0.000486374,0.000121615,1.28272e-05,0.86,94.4854,-21.1416,892.513
0.005,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0.0542114,-0.0622674,0.0825318,172.006,-2.98427,0.19935,-13.8699,-0.680533,0,185.888,-2.3087,0.000486374,0.000121615,1.28272e-05,0.86,94.4779,-21.1528,892.554
0.006,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0.078991,-0.100298,0.131565,172.006,-2.9846,0.256847,-13.8699,-0.680533,0,185.888,-2.3087,0.000486374,0.000121615,1.28272e-05,0.86,94.469,-21.1641,892.597
0.007,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0.103146,-0.142503,0.185898,172.009,-2.9857,0.316893,-13.8699,-0.680533,0,185.888,-2.3087,0.000486374,0.000121615,1.28272e-05,0.86,94.4584,-21.1755,892.644
0.008,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0.125613,-0.186159,0.245364,172.013,-2.98768,0.375376,-13.8699,-0.680533,0,185.888,-2.3087,0.000486374,0.000121615,1.28272e-05,0.86,94.4466,-21.1866,892.689
0.009,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0.142657,-0.228859,0.303743,172.02,-2.99284,0.424988,-13.8699,-0.680533,0,185.888,-2.3087,0.000486374,0.000121615,1.28272e-05,0.86,94.4341,-21.197,892.726
0.01,-0.192335,-0.00766602,0.330352,0.0664505,0.0622742,-0.10429,0.05778,-0.100347,-0.100647,0.327447,0.023022,-0.182809,1.98691e-08,-4.56731e-09,0.3,-0.3,0.151008,-0.268916,0.353586,172.032,-3.00994,0.467844,-13.8699,-0.680533,0,185.888,-2.3087,0.000486374,0.000121615,1.28272e-05,0.86,94.4216,-21.2075,892.753
