"Timestamp","Actual_ZMPX","Actual_ZMPY","Trajectory_ZMPX","Trajectory_ZMPY","Reference_ZMPX","Reference_ZMPY","MultiBody_ZMPX","MultiBody_ZMPY","CoP_ZMPX","CoP_ZMPY","LinearMomentumX","LinearMomentumY","LinearMomentumZ","AngularMomentumX","AngularMomentumY","AngularMomentumZ"
0.001,93.3686,-21.5834,86.1268,-1.48239,86.1268,-1.48239,93.3686,-21.5834,0,0,0,0,0,0,0,0
0.002,93.3686,-21.5834,86.1268,-1.48238,86.1268,-1.48238,93.3686,-21.5834,233.063,126.521,-0.132557,-0.76785,0.681069,0.226156,-0.241605,-0.12565
0.003,351.984,-71.4819,86.1226,-1.48071,86.1226,-1.48071,221.098,29.9275,232.242,25.4698,-0.337676,-0.728282,2.5019,0.316899,-0.734059,-0.114546
0.004,172.982,104.964,86.1258,-1.48584,86.1258,-1.48584,217.912,151.316,233.051,124.958,-0.400822,-0.828663,2.70693,0.469589,-0.866371,-0.120227
0.005,225.4,2.33337,86.1366,-1.49632,86.1366,-1.49632,224.122,126.447,233.063,126.521,-0.505542,-0.847657,2.9299,0.601958,-1.00835,-0.116273
0.006,232.437,-13.3448,86.1482,-1.51181,86.1482,-1.51181,227.557,119.243,233.063,126.521,-0.615843,-0.854225,3.14534,0.726764,-1.1518,-0.111228
0.007,244.208,-28.8421,86.1609,-1.53119,86.1609,-1.53119,229.346,113.601,233.063,126.521,-0.73548,-0.848514,3.35359,0.845575,-1.29525,-0.106371
0.008,209.386,-73.9975,86.1743,-1.55297,86.1743,-1.55297,231.41,101.147,233.063,126.521,-0.827506,-0.807006,3.22177,0.918643,-1.3619,-0.10027
0.009,150.236,-110.094,86.1877,-1.57584,86.1877,-1.57584,316.4,-179.513,233.063,126.521,-0.872636,-0.736888,2.5708,0.924439,-1.31289,-0.0947394
0.01,120.457,-35.1581,86.1995,-1.59986,86.1995,-1.59986,-6594.16,13781.7,233.063,126.521,-0.894164,-0.726195,1.86616,0.92522,-1.25416,-0.10088
0.011,118.581,-39.636,86.2099,-1.6287,86.2099,-1.6287,-2789.01,5087.09,233.063,126.521,-0.914213,-0.711962,1.16052,0.930058,-1.19423,-0.106713
0.012,117.9,-51.7965,86.2182,-1.66091,86.2182,-1.66091,687.826,-579.956,233.081,126.481,-0.933731,-0.688094,0.467592,0.939135,-1.13594,-0.110489
0.013,135.804,-93.6842,86.2247,-1.69494,86.2247,-1.69494,310.634,-15.3417,233.093,126.453,-0.967455,-0.631024,-0.181711,0.953572,-1.08718,-0.107024
0.014,153.038,-128.831,86.2286,-1.72781,86.2286,-1.72781,281.757,23.4609,233.103,126.429,-1.01485,-0.546096,-0.795743,0.970949,-1.0468,-0.0972006
0.015,166.776,-157.961,86.2297,-1.75734,86.2297,-1.75734,274.303,27.4051,233.11,126.414,-1.07316,-0.438076,-1.38087,0.989477,-1.01369,-0.0822714
0.016,161.108,-92.169,86.2277,-1.78179,86.2277,-1.78179,254.516,68.5194,233.112,126.41,-1.12698,-0.382223,-1.88869,1.01818,-0.997925,-0.076598
0.017,153.789,-41.6064,86.2236,-1.80433,86.2236,-1.80433,242.413,90.5513,233.112,126.41,-1.17501,-0.366464,-2.31405,1.05866,-0.99979,-0.0786967
0.018,156.374,-29.5756,86.2184,-1.8267,86.2184,-1.8267,238.344,97.2612,233.112,126.41,-1.2251,-0.360247,-2.69004,1.10582,-1.0123,-0.0827479
0.019,157.749,-21.7459,86.2124,-1.84905,86.2124,-1.84905,236.46,100.062,233.112,126.41,-1.27631,-0.360243,-3.03438,1.15706,-1.03169,-0.088216
0.02,159.298,-15.9714,86.2058,-1.87155,86.2058,-1.87155,235.355,101.596,233.112,126.41,-1.32876,-0.364822,-3.35578,1.21119,-1.0561,-0.0945787
0.021,161.253,-12.1399,86.1986,-1.89437,86.1986,-1.89437,234.958,102.491,233.112,126.41,-1.38277,-0.372444,-3.66047,1.26738,-1.08429,-0.101269
0.022,162.951,-8.31668,86.1911,-1.91759,86.1911,-1.91759,234.551,103.611,233.112,126.41,-1.43815,-0.383102,-3.9508,1.3255,-1.1157,-0.108294
0.023,164.668,-4.85468,86.1831,-1.94129,86.1831,-1.94129,234.204,104.742,233.112,126.41,-1.49491,-0.396511,-4.22886,1.38538,-1.14986,-0.115526
0.024,166.366,-1.70278,86.1747,-1.96553,86.1747,-1.96553,233.92,105.868,233.112,126.41,-1.55304,-0.412426,-4.49645,1.44686,-1.18636,-0.122873
0.025,168.024,1.19713,86.166,-1.99036,86.166,-1.99036,233.685,106.964,233.112,126.41,-1.61251,-0.430646,-4.75502,1.50978,-1.22488,-0.130263
0.026,169.629,3.89218,86.1568,-2.01579,86.1568,-2.01579,233.477,108.015,233.112,126.41,-1.67327,-0.45101,-5.00572,1.57402,-1.26516,-0.137644
0.027,171.165,6.41451,86.1472,-2.04184,86.1472,-2.04184,233.286,109.013,233.112,126.41,-1.73527,-0.473382,-5.2495,1.63947,-1.30698,-0.144975
0.028,172.62,8.78997,86.1372,-2.06855,86.1372,-2.06855,233.103,109.942,233.112,126.41,-1.79845,-0.497646,-5.48711,1.70604,-1.35018,-0.152229
0.029,173.983,11.0385,86.1267,-2.09592,86.1267,-2.09592,232.922,110.803,233.112,126.41,-1.86274,-0.523702,-5.71921,1.77362,-1.39459,-0.159388
0.03,175.24,13.1727,86.1157,-2.12397,86.1157,-2.12397,232.739,111.588,233.112,126.41,-1.92805,-0.551459,-5.94634,1.84213,-1.44009,-0.16644
0.031,176.389,15.2055,86.1043,-2.15273,86.1043,-2.15273,232.553,112.308,233.112,126.409,-1.9943,-0.580838,-6.16899,1.91149,-1.48656,-0.173381
0.032,177.422,17.1408,86.0923,-2.18223,86.0923,-2.18223,232.358,112.956,233.112,126.409,-2.0614,-0.611763,-6.38755,1.98163,-1.53391,-0.180213
0.033,178.339,18.9879,86.0798,-2.21249,86.0798,-2.21249,232.152,113.538,233.112,126.409,-2.12926,-0.644164,-6.6024,2.05248,-1.58204,-0.18694
0.034,179.14,20.7473,86.0668,-2.24354,86.0668,-2.24354,231.941,114.065,233.112,126.409,-2.19778,-0.677972,-6.81386,2.12398,-1.63088,-0.193572
