"Timestamp","Actual_ZMPX","Actual_ZMPY","Trajectory_ZMPX","Trajectory_ZMPY","Reference_ZMPX","Reference_ZMPY","MultiBody_ZMPX","MultiBody_ZMPY","CoP_ZMPX","CoP_ZMPY","LinearMomentumX","LinearMomentumY","LinearMomentumZ","AngularMomentumX","AngularMomentumY","AngularMomentumZ"
0.001,93.3686,-21.5834,86.1268,-1.48235,86.1268,-1.48235,93.3686,-21.5834,0,0,0,0,0,0,0,0
0.002,93.3669,-21.5936,86.1228,-1.48075,86.1228,-1.48075,93.3669,-21.5936,233.063,126.521,-0.132557,-0.76785,0.681069,0.226156,-0.2416,-0.125621
0.003,351.991,-71.4919,86.1257,-1.48555,86.1257,-1.48555,221.09,29.9247,232.242,25.4698,-0.337677,-0.728283,2.5019,0.316899,-0.734037,-0.114558
0.004,172.98,104.956,86.1361,-1.49576,86.1361,-1.49576,217.912,151.304,233.051,124.954,-0.400824,-0.828663,2.70696,0.469589,-0.866357,-0.120227
0.005,225.443,2.30997,86.1476,-1.51101,86.1476,-1.51101,224.116,126.442,233.063,126.521,-0.505579,-0.847646,2.92991,0.60196,-1.00833,-0.116273
0.006,232.49,-13.3769,86.1603,-1.53019,86.1603,-1.53019,227.554,119.238,233.063,126.521,-0.615923,-0.854198,3.14534,0.726767,-1.15178,-0.111235
0.007,244.192,-28.8377,86.1736,-1.55184,86.1736,-1.55184,229.337,113.599,233.063,126.521,-0.735549,-0.848499,3.35359,0.845584,-1.29524,-0.106381
0.008,209.502,-73.9461,86.187,-1.57465,86.187,-1.57465,231.394,101.17,233.063,126.521,-0.827672,-0.807042,3.22255,0.918751,-1.36206,-0.100281
0.009,150.545,-110.474,86.1989,-1.59858,86.1989,-1.59858,316.343,-179.223,233.063,126.521,-0.873055,-0.736632,2.57168,0.92455,-1.31309,-0.0946861
0.01,120.396,-35.1522,86.2093,-1.62716,86.2093,-1.62716,-6585.37,13778,233.063,126.521,-0.894543,-0.725953,1.86704,0.925321,-1.25437,-0.100817
0.011,118.584,-39.6386,86.2178,-1.65917,86.2178,-1.65917,-2792.13,5099.36,233.063,126.521,-0.914603,-0.711724,1.1614,0.93015,-1.19445,-0.106646
0.012,117.9,-51.7649,86.2243,-1.69308,86.2243,-1.69308,689.299,-583.224,233.08,126.481,-0.934131,-0.687889,0.468442,0.93922,-1.13616,-0.110427
0.013,135.81,-93.6654,86.2283,-1.72599,86.2283,-1.72599,310.625,-15.5317,233.092,126.453,-0.967869,-0.630841,-0.180879,0.953652,-1.0874,-0.106966
0.014,153.046,-128.823,86.2295,-1.75565,86.2295,-1.75565,281.732,23.3885,233.103,126.429,-1.01529,-0.545923,-0.794914,0.971028,-1.04703,-0.0971459
0.015,166.783,-157.955,86.2276,-1.78032,86.2276,-1.78032,274.279,27.3675,233.11,126.414,-1.07361,-0.437911,-1.38004,0.989555,-1.01393,-0.0822191
0.016,161.118,-92.1827,86.2237,-1.80292,86.2237,-1.80292,254.495,68.4924,233.112,126.41,-1.12745,-0.382049,-1.88787,1.01825,-0.998165,-0.0765409
0.017,153.796,-41.6148,86.2185,-1.82526,86.2185,-1.82526,242.39,90.5369,233.112,126.41,-1.1755,-0.366286,-2.31323,1.05874,-1.00003,-0.078633
0.018,156.381,-29.5834,86.2125,-1.84758,86.2125,-1.84758,238.321,97.2484,233.112,126.41,-1.22562,-0.360067,-2.68921,1.10589,-1.01255,-0.0826774
0.019,157.754,-21.7523,86.2059,-1.87004,86.2059,-1.87004,236.438,100.054,233.112,126.41,-1.27684,-0.360062,-3.03354,1.15714,-1.03195,-0.0881387
0.02,159.311,-15.9827,86.1987,-1.8928,86.1987,-1.8928,235.33,101.581,233.112,126.41,-1.32931,-0.364635,-3.35493,1.21126,-1.05636,-0.0944919
0.021,161.249,-12.1405,86.1912,-1.91596,86.1912,-1.91596,234.933,102.486,233.112,126.41,-1.38334,-0.372261,-3.65959,1.26746,-1.08456,-0.101178
0.022,162.947,-8.31668,86.1832,-1.93952,86.1832,-1.93952,234.522,103.604,233.112,126.41,-1.43874,-0.382924,-3.94989,1.32559,-1.11598,-0.108197
0.023,164.665,-4.85555,86.1748,-1.96369,86.1748,-1.96369,234.177,104.739,233.112,126.41,-1.49552,-0.396337,-4.22792,1.38547,-1.15015,-0.115424
0.024,166.362,-1.70284,86.1661,-1.98844,86.1661,-1.98844,233.894,105.864,233.112,126.41,-1.55366,-0.412257,-4.49547,1.44695,-1.18666,-0.122765
0.025,168.019,1.19677,86.1569,-2.01379,86.1569,-2.01379,233.655,106.961,233.112,126.41,-1.61315,-0.430483,-4.75401,1.50988,-1.22519,-0.13015
0.026,169.623,3.89047,86.1473,-2.03977,86.1473,-2.03977,233.446,108.013,233.111,126.41,-1.67392,-0.450852,-5.00468,1.57413,-1.26548,-0.137525
0.027,171.159,6.41166,86.1373,-2.06639,86.1373,-2.06639,233.254,109.007,233.111,126.41,-1.73594,-0.473229,-5.24841,1.63959,-1.30731,-0.144851
0.028,172.612,8.78723,86.1268,-2.09368,86.1268,-2.09368,233.072,109.94,233.111,126.41,-1.79914,-0.497497,-5.48599,1.70616,-1.35052,-0.1521
0.029,173.973,11.0339,86.1158,-2.12164,86.1158,-2.12164,232.889,110.799,233.111,126.41,-1.86345,-0.523556,-5.71805,1.77375,-1.39494,-0.159253
0.03,175.231,13.1655,86.1044,-2.15031,86.1044,-2.15031,232.705,111.588,233.111,126.41,-1.92878,-0.551317,-5.94515,1.84226,-1.44045,-0.1663
0.031,176.377,15.1953,86.0924,-2.17972,86.0924,-2.17972,232.518,112.297,233.111,126.41,-1.99505,-0.580697,-6.16775,1.91163,-1.48694,-0.173236
0.032,177.412,17.1297,86.0799,-2.20988,86.0799,-2.20988,232.32,112.95,233.111,126.41,-2.06217,-0.611622,-6.38627,1.98178,-1.5343,-0.180062
0.033,178.328,18.9755,86.0669,-2.24084,86.0669,-2.24084,232.115,113.532,233.111,126.41,-2.13005,-0.644023,-6.60108,2.05264,-1.58244,-0.186785
