"Timestamp","Actual_CoMX","Actual_CoMY","Actual_CoMZ","Trajectory_CoMX","Trajectory_CoMY","Trajectory_CoMZ","Actual_CoMVelX","Actual_CoMVelY","Actual_CoMVelZ","Trajectory_CoMVelX","Trajectory_CoMVelY","Trajectory_CoMVelZ","Actual_CoMAccX","Actual_CoMAccY","Actual_CoMAccZ","Trajectory_CoMAccX","Trajectory_CoMAccY","Trajectory_CoMAccZ"
0.001,93.3686,-21.5834,887.093,86.1308,-1.48234,860,0,0,0,1.18936,0.0164879,0,0,0,0,237.87,3.29758,0
0.002,93.3676,-21.5898,887.098,86.1283,-1.48134,860,-1.84821,-10.7059,9.49596,1.18936,0.0164645,0,0,0,0,237.87,3.2929,0
0.003,93.364,-21.6002,887.123,86.1285,-1.48375,860,-4.70814,-10.1543,34.8834,1.18936,0.0164476,0,-2859.93,551.666,25387.4,237.87,3.28953,0
0.004,93.3587,-21.6112,887.16,86.1363,-1.49209,860,-5.58848,-11.5539,37.7421,1.18936,0.0164372,0,-880.332,-1399.66,2858.79,237.87,3.28745,0
0.005,93.3523,-21.6229,887.199,86.1475,-1.50559,860,-7.04868,-11.8187,40.8509,1.18936,0.0164239,0,-1460.21,-264.817,3108.72,237.87,3.28479,0
0.006,93.3443,-21.6348,887.242,86.1598,-1.52341,860,-8.58683,-11.9102,43.8547,1.18936,0.0164181,0,-1538.15,-91.5022,3003.81,237.87,3.28362,0
0.007,93.3347,-21.6466,887.288,86.1729,-1.54423,860,-10.2545,-11.8309,46.7583,1.18936,0.016421,0,-1667.69,79.38,2903.65,237.87,3.2842,0
0.008,93.3237,-21.6581,887.333,86.1863,-1.56667,860,-11.5384,-11.2528,44.9286,1.18936,0.0164329,0,-1283.87,578.101,-1829.73,237.87,3.28658,0
0.009,93.3118,-21.6688,887.373,86.1988,-1.59022,860,-12.1702,-10.2723,35.8528,1.18936,0.0164545,0,-631.778,980.473,-9075.77,237.87,3.2909,0
0.01,93.2994,-21.679,887.403,86.2097,-1.61712,860,-12.47,-10.1235,26.0282,1.18936,0.0164805,0,-299.851,148.737,-9824.63,237.87,3.2961,0
0.011,93.2868,-21.689,887.423,86.2188,-1.64798,860,-12.7497,-9.92526,16.1897,1.18936,0.0165102,0,-279.648,198.286,-9838.54,237.87,3.30205,0
0.012,93.2739,-21.6987,887.433,86.2261,-1.68128,860,-13.0216,-9.59376,6.52691,1.18936,0.0165477,0,-271.896,331.501,-9662.74,237.87,3.30955,0
0.013,93.2606,-21.7078,887.434,86.231,-1.71461,860,-13.4913,-8.79899,-2.52729,1.18935,0.0165959,0,-469.774,794.764,-9054.2,237.87,3.31918,0
0.014,93.2467,-21.7159,887.426,86.2332,-1.74548,860,-14.1517,-7.6155,-11.0894,1.18935,0.0166568,0,-660.366,1183.49,-8562.14,237.87,3.33137,0
0.015,93.232,-21.7226,887.411,86.2324,-1.77196,860,-14.964,-6.10997,-19.2485,1.18935,0.0167322,0,-812.272,1505.53,-8159.11,237.87,3.34644,0
0.016,93.2166,-21.7282,887.387,86.2292,-1.79527,860,-15.7145,-5.32913,-26.3317,1.18935,0.0168189,0,-750.484,780.844,-7083.14,237.869,3.36379,0
0.017,93.2005,-21.7334,887.357,86.2244,-1.8177,860,-16.384,-5.10924,-32.2639,1.18935,0.016914,0,-669.507,219.887,-5932.22,237.869,3.3828,0
0.018,93.1837,-21.7385,887.322,86.2187,-1.84006,860,-17.0823,-5.02253,-37.5071,1.18935,0.0170173,0,-698.332,86.7133,-5243.16,237.869,3.40346,0
0.019,93.1662,-21.7435,887.281,86.2123,-1.86251,860,-17.796,-5.02249,-42.3086,1.18935,0.0171292,0,-713.747,0.043869,-4801.56,237.868,3.42584,0
0.02,93.1479,-21.7486,887.236,86.2054,-1.8852,860,-18.5272,-5.08636,-46.7903,1.18935,0.01725,0,-731.119,-63.8742,-4481.65,237.868,3.45,0
0.021,93.129,-21.7537,887.187,86.198,-1.90825,860,-19.2801,-5.19269,-51.0388,1.18934,0.0173796,0,-752.953,-106.326,-4248.48,237.868,3.47592,0
0.022,93.1167,-21.757,887.154,86.1931,-1.92299,860,-20.0521,-5.34134,-55.0869,1.18934,0.0174654,0,-771.995,-148.656,-4048.13,237.867,3.49309,0
0.023,93.0964,-21.7624,887.098,86.185,-1.94682,860,-20.8434,-5.52835,-58.964,1.18934,0.0176092,0,-791.279,-187.007,-3877.07,237.867,3.52184,0
0.024,93.0754,-21.768,887.038,86.1766,-1.9712,860,-21.6537,-5.75029,-62.695,1.18934,0.0177615,0,-810.341,-221.94,-3731.08,237.867,3.55229,0
0.025,93.0536,-21.7738,886.975,86.1677,-1.99616,860,-22.4827,-6.00437,-66.3003,1.18934,0.0179221,0,-828.989,-254.083,-3605.25,237.866,3.58442,0
0.026,93.0309,-21.7799,886.908,86.1585,-2.02174,860,-23.3298,-6.28834,-69.7958,1.18933,0.0180909,0,-847.063,-283.97,-3495.54,237.866,3.61817,0
0.027,93.0073,-21.7862,886.837,86.1488,-2.04794,860,-24.1942,-6.60031,-73.1947,1.18933,0.0182676,0,-864.395,-311.963,-3398.9,237.865,3.65352,0
0.028,92.9829,-21.7929,886.763,86.1387,-2.0748,860,-25.075,-6.93865,-76.5077,1.18933,0.0184521,0,-880.84,-338.341,-3312.97,237.864,3.69042,0
0.029,92.9576,-21.7999,886.685,86.1281,-2.10233,860,-25.9713,-7.30197,-79.7438,1.18932,0.0186442,0,-896.28,-363.325,-3236.08,237.864,3.72883,0
0.03,92.9315,-21.8073,886.605,86.117,-2.13055,860,-26.8819,-7.68901,-82.9106,1.18932,0.0188436,0,-910.574,-387.039,-3166.81,237.863,3.76871,0
0.031,92.9044,-21.8151,886.522,86.1054,-2.15948,860,-27.8056,-8.09865,-86.0148,1.18932,0.0190501,0,-923.687,-409.642,-3104.16,237.863,3.81001,0
0.032,92.8764,-21.8233,886.435,86.0933,-2.18915,860,-28.7411,-8.52985,-89.0621,1.18931,0.0192635,0,-935.522,-431.2,-3047.33,237.862,3.85269,0
0.033,92.8474,-21.8319,886.345,86.0807,-2.2196,860,-29.6872,-8.98162,-92.0576,1.18931,0.0194835,0,-946.104,-451.771,-2995.46,237.861,3.89671,0
0.034,92.8175,-21.841,886.253,86.0676,-2.25084,860,-30.6426,-9.45301,-95.0057,1.18931,0.0197101,0,-955.398,-471.385,-2948.15,237.86,3.94201,0
0.035,92.7866,-21.8506,886.157,86.0539,-2.28293,860,-31.6061,-9.94307,-97.9104,1.1893,0.0199428,0,-963.505,-490.061,-2904.74,237.86,3.98857,0
0.036,92.7548,-21.8607,886.058,86.0397,-2.31589,860,-32.5766,-10.4509,-100.775,1.1893,0.0201816,0,-970.484,-507.809,-2864.9,237.859,4.03633,0
0.037,92.722,-21.8712,885.957,86.025,-2.34975,860,-33.553,-10.9755,-103.604,1.1893,0.0204263,0,-976.467,-524.646,-2828.2,237.858,4.08526,0
0.038,92.6882,-21.8823,885.852,86.0098,-2.38454,860,-34.5346,-11.5161,-106.398,1.18929,0.0206766,0,-981.533,-540.575,-2794.16,237.857,4.13532,0
0.039,92.6534,-21.894,885.746,85.9941,-2.4203,860,-35.5204,-12.0717,-109.16,1.18929,0.0209324,0,-985.863,-555.606,-2762.53,237.856,4.18647,0
0.04,92.6177,-21.9062,885.636,85.9779,-2.45705,860,-36.51,-12.6415,-111.893,1.18928,0.0211934,0,-989.544,-569.752,-2732.96,237.855,4.23869,0
0.041,92.581,-21.919,885.523,85.9612,-2.49481,860,-37.5027,-13.2245,-114.598,1.18928,0.0214597,0,-992.748,-583.026,-2705.09,237.854,4.29193,0
0.042,92.5401,-21.9335,885.398,85.9425,-2.53684,860,-38.4983,-13.8199,-117.277,1.18927,0.0217534,0,-995.586,-595.412,-2678.76,237.853,4.35069,0
0.043,92.5013,-21.9475,885.28,85.9248,-2.57675,860,-39.4965,-14.4269,-119.931,1.18927,0.0220299,0,-998.207,-606.995,-2653.6,237.852,4.40598,0
0.044,92.4615,-21.9621,885.159,85.9066,-2.6177,860,-40.5071,-15.0394,-122.564,1.18926,0.022311,0,-1010.58,-612.527,-2633.11,237.851,4.4622,0
0.045,92.4206,-21.9773,885.036,85.8879,-2.65967,860,-41.5313,-15.6544,-125.179,1.18926,0.0225962,0,-1024.25,-614.975,-2615.42,237.85,4.51923,0
0.046,92.3788,-21.9932,884.91,85.8686,-2.70261,860,-42.5679,-16.2706,-127.777,1.18925,0.0228849,0,-1036.59,-616.255,-2597.33,237.849,4.57697,0
0.047,92.3359,-22.0096,884.781,85.8487,-2.74651,860,-43.5721,-16.9109,-130.337,1.18924,0.0231773,0,-1004.15,-640.213,-2560.73,237.848,4.63546,0
0.048,92.292,-22.0267,884.65,85.8283,-2.79135,860,-44.6148,-17.5432,-132.881,1.18924,0.023474,0,-1042.75,-632.33,-2544.04,237.847,4.6948,0
0.049,92.2493,-22.0412,884.523,85.8124,-2.82776,860,-38.559,-7.68885,-114.411,1.18923,0.02377,0,6055.84,9854.34,18469.9,237.846,4.754,0
0.05,92.2113,-22.048,884.413,85.8095,-2.83778,860,-36.521,-4.80643,-102.228,1.18923,0.0240583,0,2038,2882.42,12183.5,237.844,4.81166,0
0.051,92.1755,-22.052,884.312,85.8119,-2.8327,860,-34.4259,-2.207,-97.9756,1.18922,0.0243424,0,2095.09,2599.43,4252.36,237.843,4.86847,0
0.052,92.1418,-22.0534,884.214,85.817,-2.82477,860,-32.0981,0.370548,-98.5033,1.18922,0.0246232,0,2327.83,2577.55,-527.71,237.842,4.92464,0
0.053,92.1105,-22.0522,884.114,85.8259,-2.81323,860,-29.656,2.96113,-100.921,1.18921,0.0249008,0,2442.05,2590.58,-2417.88,237.841,4.98016,0
0.054,92.0816,-22.0484,884.013,85.8388,-2.79887,860,-27.1221,5.53067,-103.667,1.1892,0.0251752,0,2533.95,2569.54,-2745.96,237.84,5.03504,0
0.055,92.0552,-22.0421,883.908,85.8554,-2.78294,860,-24.614,8.03466,-106.222,1.1892,0.0254464,0,2508.09,2503.99,-2555.15,237.839,5.08927,0
0.056,92.0314,-22.0333,883.801,85.8769,-2.76225,860,-22.1607,10.4653,-108.514,1.18919,0.0257149,0,2453.33,2430.65,-2291.3,237.837,5.14298,0
0.057,92.01,-22.0221,883.692,85.9039,-2.7352,860,-19.7684,12.7917,-110.605,1.18919,0.0259813,0,2392.32,2326.39,-2091.78,237.836,5.19625,0
0.058,91.9909,-22.0087,883.581,85.9354,-2.70392,860,-17.443,15.0019,-112.591,1.18918,0.0262457,0,2325.32,2210.24,-1985.81,237.835,5.24913,0
0.059,91.9742,-21.993,883.468,85.9711,-2.66977,860,-15.1911,17.0921,-114.531,1.18917,0.0265085,0,2251.9,2090.17,-1940.17,237.834,5.30169,0
0.06,91.9597,-21.9753,883.352,86.0107,-2.63297,860,-13.0047,19.0685,-116.453,1.18917,0.0267699,0,2186.39,1976.35,-1921.68,237.833,5.35398,0
0.061,91.9473,-21.9556,883.235,86.0542,-2.59375,860,-10.9062,20.9249,-118.377,1.18916,0.0270304,0,2098.52,1856.4,-1923.53,237.832,5.40609,0
0.062,91.9353,-21.9297,883.092,86.1111,-2.54387,860,-8.89982,22.6652,-120.311,1.18916,0.0273418,0,2006.39,1740.36,-1934.56,237.83,5.46836,0
0.063,91.9274,-21.9062,882.971,86.1621,-2.50025,860,-6.98765,24.2953,-122.259,1.18915,0.027601,0,1912.17,1630.1,-1948.24,237.829,5.5202,0
0.064,91.9213,-21.8811,882.848,86.2162,-2.45504,860,-5.16992,25.8224,-124.22,1.18914,0.02786,0,1817.74,1527.05,-1961.12,237.828,5.572,0
0.065,91.917,-21.8545,882.723,86.2731,-2.40848,860,-3.4451,27.2545,-126.192,1.18914,0.028119,0,1724.81,1432.17,-1971.79,237.827,5.6238,0
0.066,91.9144,-21.8266,882.595,86.3325,-2.3608,860,-1.81024,28.6006,-128.172,1.18913,0.0283783,0,1634.87,1346.07,-1979.69,237.825,5.67565,0
0.067,91.9134,-21.7973,882.466,86.394,-2.31221,860,-0.261081,29.8696,-130.156,1.18913,0.0286379,0,1549.15,1269.02,-1984.21,237.824,5.72757,0
0.068,91.9139,-21.7669,882.335,86.4576,-2.2629,860,1.20754,31.0706,-132.141,1.18912,0.0288981,0,1468.62,1200.99,-1985.32,237.823,5.77961,0
0.069,91.9158,-21.7352,882.202,86.5228,-2.21305,860,2.60135,32.2122,-134.124,1.18911,0.0291589,0,1393.81,1141.6,-1982.77,237.822,5.83178,0
0.07,91.9191,-21.7024,882.067,86.5896,-2.16282,860,3.9269,33.3032,-136.101,1.18911,0.0294206,0,1325.55,1091,-1976.91,237.82,5.88411,0
0.071,91.9237,-21.6686,881.93,86.6575,-2.11235,860,5.1927,34.3503,-138.068,1.1891,0.0296831,0,1265.79,1047.05,-1966.84,237.819,5.93662,0
0.072,91.9295,-21.6337,881.791,86.7265,-2.06175,860,6.40394,35.3609,-140.021,1.18909,0.0299466,0,1211.24,1010.65,-1953.25,237.818,5.9893,0
0.073,91.9365,-21.5979,881.65,86.7962,-2.01115,860,7.56793,36.3414,-141.958,1.18909,0.0302109,0,1164,980.492,-1936.87,237.816,6.04218,0
0.074,91.9446,-21.561,881.507,86.8667,-1.96062,860,8.69179,37.2973,-143.876,1.18908,0.0304763,0,1123.86,955.837,-1917.79,237.815,6.09526,0
0.075,91.9539,-21.5233,881.362,86.9376,-1.91024,860,9.7822,38.2334,-145.772,1.18907,0.0307427,0,1090.41,936.089,-1896.29,237.814,6.14854,0
0.076,91.9642,-21.4846,881.215,87.0089,-1.86006,860,10.845,39.1541,-147.645,1.18907,0.0310102,0,1062.85,920.738,-1872.74,237.812,6.20202,0
0.077,91.9756,-21.4449,881.066,87.0803,-1.81012,860,11.8842,40.0638,-149.493,1.18906,0.0312786,0,1039.11,909.683,-1848.16,237.811,6.25571,0
0.078,91.988,-21.4044,880.916,87.1518,-1.76047,860,12.8985,40.97,-151.315,1.18905,0.031548,0,1014.35,906.25,-1821.78,237.809,6.30958,0
0.079,92.0014,-21.363,880.764,87.2234,-1.71124,860,13.9208,41.8593,-153.107,1.18904,0.0318182,0,1022.26,889.248,-1792.47,237.808,6.36364,0
0.08,92.0158,-21.3207,880.61,87.295,-1.66251,860,14.9381,42.7412,-154.873,1.18904,0.0320894,0,1017.35,881.954,-1765.5,237.807,6.41788,0
0.081,92.0313,-21.2775,880.454,87.3666,-1.6143,860,15.9545,43.6181,-156.61,1.18903,0.0323616,0,1016.34,876.892,-1737.05,237.805,6.47231,0
0.082,92.0538,-21.2175,880.24,87.4636,-1.54977,860,16.9725,44.4907,-158.318,1.18902,0.0327324,0,1018.06,872.608,-1708.05,237.803,6.54648,0
0.083,92.0717,-21.1723,880.08,87.535,-1.50292,860,17.9852,45.3562,-160,1.18901,0.033007,0,1012.69,865.459,-1681.69,237.801,6.6014,0
0.084,92.0906,-21.1262,879.919,87.6063,-1.45657,860,19.0287,46.226,-161.644,1.189,0.0332825,0,1043.51,869.801,-1644.09,237.8,6.65649,0
