"Timestamp","Chest_Roll_Error","Chest_Pitch_Error","Chest_Yaw_Error","Pelvis_Roll_Error","Pelvis_Pitch_Error","Pelvis_Yaw_Error","LeftFoot_Roll_Error","LeftFoot_Pitch_Error","LeftFoot_Yaw_Error","RightFoot_Roll_Error","RightFoot_Pitch_Error","RightFoot_Yaw_Error"
0.001,-0.00430518,-0.0093798,-0.0330678,-0.00937989,0.00430499,-0.0330267,0,0,-0.00405179,0.0031604,-0.00587025,0.00398872
0.002,-0.00430517,-0.00937985,-0.0330677,-0.00937991,0.004305,-0.0330265,0,0,-0.00405175,0.00316035,-0.00587028,0.00398871
0.003,-0.00429858,-0.00938231,-0.0330979,-0.0094219,0.00429641,-0.032994,0,0,-0.00408461,0.00225916,-0.00594148,0.00401643
0.004,-0.00428041,-0.00939863,-0.0330598,-0.00944109,0.00426006,-0.0329831,5.42623e-07,2.92569e-07,-0.0040817,0.00180691,-0.00587786,0.00401071
0.005,-0.00424607,-0.0094261,-0.0330354,-0.00945057,0.00424189,-0.0329678,1.4126e-06,1.77317e-06,-0.00408951,0.00144213,-0.00591277,0.00401643
0.006,-0.0042072,-0.00945904,-0.0330064,-0.00944906,0.00422134,-0.0329556,2.43662e-06,6.08241e-06,-0.0040914,0.00124527,-0.00593607,0.00401718
0.007,-0.00416598,-0.00949353,-0.0329741,-0.00943776,0.00419766,-0.0329461,4.21738e-06,1.36776e-05,-0.00408386,0.00119333,-0.0059464,0.00400934
0.008,-0.004124,-0.00952611,-0.0329427,-0.009417,0.00417112,-0.0329368,7.02262e-06,2.49698e-05,-0.00406926,0.00126419,-0.00594595,0.00399517
0.009,-0.00408238,-0.00955356,-0.0329125,-0.00939166,0.0041429,-0.032927,1.08285e-05,4.02357e-05,-0.00404746,0.00140483,-0.00593448,0.00397418
0.01,-0.00404335,-0.00957259,-0.0328872,-0.0093648,0.00412402,-0.0329187,1.52922e-05,5.94049e-05,-0.00401945,0.00153579,-0.00592575,0.00394694
0.011,-0.00401132,-0.00958065,-0.0328758,-0.0093422,0.00410604,-0.0329053,2.0003e-05,8.21131e-05,-0.00399408,0.00166483,-0.00591358,0.00392231
0.012,-0.00398589,-0.0095784,-0.0328683,-0.00932225,0.00408809,-0.0328853,2.45779e-05,0.000107679,-0.00396774,0.00178716,-0.00589866,0.00389667
0.013,-0.00396606,-0.00956692,-0.0328572,-0.00930287,0.00406984,-0.0328574,2.84628e-05,0.000135347,-0.00393811,0.00189839,-0.00588207,0.00386766
0.014,-0.00395068,-0.00954734,-0.0328375,-0.00927948,0.00405198,-0.0328269,3.10711e-05,0.000164357,-0.00390359,0.00199285,-0.00586718,0.00383367
0.015,-0.00393873,-0.00952034,-0.0328088,-0.00924887,0.00403578,-0.0327954,3.17944e-05,0.000193987,-0.00386383,0.00206695,-0.00585615,0.00379432
0.016,-0.0039296,-0.00948608,-0.0327717,-0.00920907,0.00402169,-0.0327635,3.00354e-05,0.000223602,-0.00381872,0.00211853,-0.00585019,0.00374951
0.017,-0.00392281,-0.00944425,-0.0327343,-0.00916333,0.00400803,-0.0327272,2.52126e-05,0.000252633,-0.00377494,0.00215508,-0.00584676,0.00370593
0.018,-0.00391727,-0.00939525,-0.0326946,-0.00911397,0.00399417,-0.0326822,1.68577e-05,0.000280614,-0.00373398,0.00218114,-0.00584479,0.00366512
0.019,-0.00391189,-0.00933988,-0.0326498,-0.00906088,0.00398034,-0.0326283,4.50571e-06,0.000307152,-0.00369591,0.00219759,-0.00584438,0.00362715
0.02,-0.00390601,-0.0092788,-0.0325972,-0.00900413,0.00396641,-0.0325663,-1.22189e-05,0.00033197,-0.00366063,0.00220519,-0.0058454,0.00359192
