"Timestamp","Actual_ZMPX","Actual_ZMPY","Trajectory_ZMPX","Trajectory_ZMPY","Reference_ZMPX","Reference_ZMPY","MultiBody_ZMPX","MultiBody_ZMPY","CoP_ZMPX","CoP_ZMPY","LinearMomentumX","LinearMomentumY","LinearMomentumZ","AngularMomentumX","AngularMomentumY","AngularMomentumZ"
0.001,93.3686,-21.5834,86.1268,-1.48235,86.1268,-1.48235,93.3686,-21.5834,0,0,0,0,0,0,0,0
0.002,93.3686,-21.5834,86.1268,-1.48235,86.1268,-1.48235,93.3686,-21.5834,233.063,126.521,-0.132557,-0.76785,0.681069,0.226156,-0.241605,-0.12565
0.003,351.984,-71.4819,86.1226,-1.48067,86.1226,-1.48067,221.098,29.9275,232.242,25.4698,-0.337676,-0.728282,2.5019,0.316899,-0.734059,-0.114546
0.004,172.992,104.955,86.1258,-1.4858,86.1258,-1.4858,217.913,151.313,233.051,124.955,-0.400831,-0.828657,2.70695,0.469589,-0.866375,-0.120224
0.005,225.432,2.32124,86.1366,-1.49628,86.1366,-1.49628,224.124,126.449,233.063,126.521,-0.505576,-0.847641,2.9299,0.601959,-1.00835,-0.116264
0.006,232.466,-13.3574,86.1482,-1.51177,86.1482,-1.51177,227.561,119.246,233.063,126.521,-0.6159,-0.854199,3.14534,0.726766,-1.15181,-0.111214
0.007,244.234,-28.8518,86.1609,-1.53114,86.1609,-1.53114,229.349,113.604,233.063,126.521,-0.735557,-0.84848,3.35358,0.845579,-1.29526,-0.10635
0.008,209.438,-73.9912,86.1743,-1.55292,86.1743,-1.55292,231.414,101.159,233.063,126.521,-0.827625,-0.806977,3.22196,0.918673,-1.36196,-0.100243
0.009,150.297,-110.182,86.1877,-1.57578,86.1877,-1.57578,316.355,-179.115,233.063,126.521,-0.872804,-0.736789,2.57106,0.924477,-1.31297,-0.0946918
0.01,120.435,-35.178,86.1995,-1.59978,86.1995,-1.59978,-6581.15,13751.2,233.063,126.521,-0.894314,-0.72608,1.86641,0.925258,-1.25424,-0.100824
0.011,118.585,-39.6442,86.2098,-1.62861,86.2098,-1.62861,-2792.26,5091.24,233.063,126.521,-0.914365,-0.711839,1.16077,0.930094,-1.19431,-0.106651
0.012,117.929,-51.869,86.2182,-1.6608,86.2182,-1.6608,685.26,-575.957,233.081,126.481,-0.933907,-0.687915,0.467912,0.939176,-1.13604,-0.11041
0.013,135.859,-93.7402,86.2247,-1.6948,86.2247,-1.6948,310.605,-15.254,233.093,126.453,-0.967675,-0.6308,-0.181329,0.953617,-1.08729,-0.106929
0.014,153.106,-128.874,86.2286,-1.72765,86.2286,-1.72765,281.785,23.4731,233.103,126.429,-1.01513,-0.545837,-0.795303,0.970996,-1.04693,-0.0970913
0.015,166.861,-158.002,86.2296,-1.75714,86.2296,-1.75714,274.327,27.4076,233.11,126.414,-1.0735,-0.437785,-1.38037,0.989526,-1.01385,-0.0821468
0.016,161.135,-92.0024,86.2276,-1.78155,86.2276,-1.78155,254.516,68.5801,233.112,126.41,-1.12734,-0.382065,-1.88801,1.01825,-0.998126,-0.0764884
0.017,153.831,-41.5976,86.2235,-1.80406,86.2235,-1.80406,242.422,90.5628,233.112,126.41,-1.1754,-0.366312,-2.31326,1.05875,-1.00002,-0.078581
0.018,156.415,-29.5765,86.2183,-1.82639,86.2183,-1.82639,238.356,97.261,233.112,126.41,-1.22553,-0.360095,-2.68918,1.10591,-1.01255,-0.0826245
0.019,157.79,-21.7498,86.2123,-1.84871,86.2123,-1.84871,236.473,100.061,233.112,126.41,-1.27677,-0.360088,-3.03347,1.15716,-1.03196,-0.0880839
0.02,159.345,-15.9809,86.2056,-1.87118,86.2056,-1.87118,235.367,101.588,233.112,126.41,-1.32925,-0.364659,-3.35483,1.21129,-1.05638,-0.0944356
0.021,161.288,-12.1404,86.1985,-1.89395,86.1985,-1.89395,234.968,102.488,233.112,126.41,-1.3833,-0.37228,-3.65947,1.26748,-1.08458,-0.101119
0.022,162.986,-8.31652,86.1909,-1.91713,86.1909,-1.91713,234.562,103.609,233.112,126.41,-1.43871,-0.382938,-3.94975,1.32561,-1.11601,-0.108136
0.023,164.704,-4.85435,86.1829,-1.94079,86.1829,-1.94079,234.214,104.743,233.112,126.41,-1.4955,-0.396348,-4.22777,1.3855,-1.15018,-0.115361
0.024,166.401,-1.70157,86.1745,-1.96499,86.1745,-1.96499,233.933,105.868,233.112,126.41,-1.55365,-0.412263,-4.49532,1.44697,-1.1867,-0.1227
0.025,168.058,1.19912,86.1657,-1.98977,86.1657,-1.98977,233.695,106.964,233.112,126.41,-1.61314,-0.430485,-4.75385,1.5099,-1.22523,-0.130083
0.026,169.662,3.89387,86.1565,-2.01515,86.1565,-2.01515,233.487,108.02,233.112,126.41,-1.67393,-0.45085,-5.00451,1.57415,-1.26552,-0.137456
0.027,171.197,6.41725,86.1469,-2.04116,86.1469,-2.04116,233.295,109.015,233.112,126.41,-1.73596,-0.473224,-5.24825,1.63961,-1.30736,-0.14478
0.028,172.65,8.79167,86.1369,-2.06781,86.1369,-2.06781,233.113,109.947,233.112,126.41,-1.79916,-0.49749,-5.48582,1.70617,-1.35057,-0.152028
0.029,174.012,11.04,86.1264,-2.09513,86.1264,-2.09513,232.931,110.805,233.112,126.41,-1.86347,-0.523546,-5.71789,1.77376,-1.395,-0.159179
0.03,175.269,13.1728,86.1154,-2.12313,86.1154,-2.12313,232.749,111.594,233.112,126.41,-1.92881,-0.551304,-5.94498,1.84228,-1.44051,-0.166224
0.031,176.417,15.2043,86.1039,-2.15184,86.1039,-2.15184,232.56,112.309,233.112,126.41,-1.99508,-0.580683,-6.16759,1.91164,-1.487,-0.173159
0.032,177.45,17.1404,86.0919,-2.18128,86.0919,-2.18128,232.365,112.959,233.112,126.41,-2.06221,-0.611607,-6.38612,1.98179,-1.53436,-0.179984
0.033,178.366,18.9858,86.0793,-2.21149,86.0793,-2.21149,232.16,113.54,233.112,126.41,-2.13008,-0.644005,-6.60093,2.05264,-1.5825,-0.186704
0.034,179.168,20.745,86.0663,-2.24249,86.0663,-2.24249,231.95,114.069,233.112,126.41,-2.19863,-0.677812,-6.81235,2.12415,-1.63135,-0.19333
0.035,179.858,22.4175,86.0527,-2.27431,86.0527,-2.27431,231.73,114.54,233.112,126.41,-2.26776,-0.712958,-7.02066,2.19625,-1.68083,-0.19987
0.036,180.449,24.0059,86.0386,-2.307,86.0386,-2.307,231.505,114.952,233.112,126.41,-2.33738,-0.749376,-7.22611,2.26889,-1.73089,-0.206338
0.037,180.943,25.5109,86.024,-2.34058,86.024,-2.34058,231.278,115.329,233.112,126.41,-2.40744,-0.787002,-7.42893,2.34203,-1.78146,-0.212745
0.038,181.359,26.9334,86.0089,-2.3751,86.0089,-2.3751,231.053,115.653,233.112,126.41,-2.47786,-0.82577,-7.62931,2.41563,-1.83251,-0.219107
0.039,181.701,28.2721,85.9932,-2.41056,85.9932,-2.41056,230.829,115.94,233.112,126.41,-2.54858,-0.865617,-7.82742,2.48964,-1.884,-0.225435
0.04,181.988,29.5319,85.9771,-2.44701,85.9771,-2.44701,230.608,116.188,233.112,126.41,-2.61958,-0.906478,-8.0234,2.56402,-1.93588,-0.231744
