"Timestamp","Actual_LeftTorqueX","Actual_LeftTorqueY","Actual_LeftTorqueZ","Target_LeftTorqueX","Target_LeftTorqueY","Target_LeftTorqueZ","Actual_RightTorqueX","Actual_RightTorqueY","Actual_RightTorqueZ","Target_RightTorqueX","Target_RightTorqueY","Target_RightTorqueZ","Actual_LeftForceX","Actual_LeftForceY","Actual_LeftForceZ","Target_LeftForceX","Target_LeftForceY","Target_LeftForceZ","Actual_RightForceX","Actual_RightForceY","Actual_RightForceZ","Target_RightForceX","Target_RightForceY","Target_RightForceZ"
0.001,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0.0670213,-0.369716,0.0718691,0,0,0,155.166,-67.2535,14.9746,0,0,0,8.03669,-9.89968,19.3331,0,0,0,-136.009,-749.163,1350.08,0,0,0
0.003,0.539328,-0.803418,0.156198,0,0,0,159.979,-136.461,28.3849,0,0,0,21.1751,-14.9413,58.8348,0,0,0,-219.248,34.8934,2572.57,0,0,0
0.004,0.158462,-2.17397,0.42271,0,0,0,154.258,-55.2978,12.7324,0,0,0,15.3333,-19.3205,52.6038,0,0,0,-69.1559,-111.053,1025.94,0,0,0
0.005,-0.391295,-2.36382,0.45975,0,0,0,153.801,-48.9518,11.5193,0,0,0,0.624034,-14.9502,24.8095,0,0,0,-111.611,-35.5485,954.727,0,0,0
0.006,-0.492425,-2.90967,0.566192,0,0,0,153.786,-48.8746,11.5116,0,0,0,-0.314175,-10.1132,27.8193,0,0,0,-116.006,-24.4373,948.219,0,0,0
0.007,-0.386681,-3.39427,0.660934,0,0,0,153.666,-47.2711,11.2008,0,0,0,-2.11625,-5.41713,27.8161,0,0,0,-125.037,-12.4741,941.346,0,0,0
0.008,-0.202394,-3.56073,0.693918,0,0,0,101.716,-29.1553,6.99974,0,0,0,-6.97137,-0.765901,22.3241,0,0,0,-98.2636,24.9282,605.75,0,0,0
0.009,-0.0167386,-3.30141,0.643999,0,0,0,17.1013,-0.997291,0.423184,0,0,0,-13.1112,2.78701,10.8293,0,0,0,-52.8947,59.331,74.3354,0,0,0
0.01,0.207132,-3.00214,0.586279,0,0,0,0.110862,2.67565,-0.515007,0,0,0,-15.1689,3.52872,3.82652,0,0,0,-29.0224,10.3606,-5.94429,0,0,0
