"Timestamp","Actual_LeftTorqueX","Actual_LeftTorqueY","Actual_LeftTorqueZ","Target_LeftTorqueX","Target_LeftTorqueY","Target_LeftTorqueZ","Actual_RightTorqueX","Actual_RightTorqueY","Actual_RightTorqueZ","Target_RightTorqueX","Target_RightTorqueY","Target_RightTorqueZ","Actual_LeftForceX","Actual_LeftForceY","Actual_LeftForceZ","Target_LeftForceX","Target_LeftForceY","Target_LeftForceZ","Actual_RightForceX","Actual_RightForceY","Actual_RightForceZ","Target_RightForceX","Target_RightForceY","Target_RightForceZ"
0.001,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0.0670204,-0.369717,0.0718657,0,0,0,155.071,-67.285,14.9042,0,0,0,8.03669,-9.89968,19.3331,0,0,0,-136.009,-749.163,1350.08,0,0,0
0.003,0.539492,-0.803926,0.156275,0,0,0,159.91,-136.48,28.3184,0,0,0,21.1752,-14.9411,58.8348,0,0,0,-219.247,34.8945,2572.57,0,0,0
0.004,0.158477,-2.17441,0.422706,0,0,0,154.234,-55.3064,12.7073,0,0,0,15.3341,-19.3204,52.6035,0,0,0,-69.1625,-111.048,1025.94,0,0,0
0.005,-0.391255,-2.36435,0.459699,0,0,0,153.79,-48.957,11.5056,0,0,0,0.624955,-14.9499,24.8091,0,0,0,-111.601,-35.5496,954.728,0,0,0
0.006,-0.492377,-2.91032,0.566052,0,0,0,153.784,-48.8788,11.5057,0,0,0,-0.313158,-10.1125,27.8192,0,0,0,-115.987,-24.443,948.224,0,0,0
0.007,-0.386447,-3.39501,0.660673,0,0,0,153.671,-47.2612,11.1989,0,0,0,-2.11562,-5.41784,27.8158,0,0,0,-125.063,-12.4571,941.334,0,0,0
0.008,-0.202721,-3.5607,0.693397,0,0,0,101.631,-29.1209,6.99418,0,0,0,-6.97537,-0.763991,22.3164,0,0,0,-98.2092,24.976,605.178,0,0,0
0.009,-0.0175196,-3.30104,0.643365,0,0,0,17.073,-0.99976,0.4233,0,0,0,-13.1135,2.7858,10.8189,0,0,0,-52.7128,59.1399,74.2673,0,0,0
0.01,0.20577,-3.00098,0.585467,0,0,0,0.113526,2.67739,-0.515219,0,0,0,-15.1646,3.52604,3.82742,0,0,0,-29.04,10.3871,-5.94386,0,0,0
0.011,0.538925,-2.53655,0.49546,0,0,0,0.589116,2.4853,-0.471814,0,0,0,-13.7186,2.3113,4.83966,0,0,0,-27.0462,14.4189,-6.3773,0,0,0
0.012,0.984013,-2.06281,0.403518,0,0,0,3.73139,1.30105,-0.200882,0,0,0,-11.5141,0.555213,5.54507,0,0,0,-25.6125,22.6632,7.19977,0,0,0
0.013,1.50525,-1.62408,0.318261,0,0,0,13.7584,-1.19973,0.417692,0,0,0,-9.09237,-0.790951,6.68427,0,0,0,-37.5275,50.782,51.1653,0,0,0
0.014,2.13752,-1.27728,0.250842,0,0,0,22.1313,-3.19086,0.916311,0,0,0,-7.1509,-1.07275,7.99466,0,0,0,-49.0781,74.4657,88.3904,0,0,0
0.015,2.82395,-0.98781,0.194505,0,0,0,29.0082,-4.82696,1.32704,0,0,0,-6.21892,-0.311377,8.79971,0,0,0,-58.6076,94.4762,118.749,0,0,0
0.016,3.51674,-0.742458,0.146673,0,0,0,37.3214,-9.07394,2.26445,0,0,0,-5.59278,0.474898,9.98257,0,0,0,-55.6946,47.5239,196.636,0,0,0
0.017,4.07453,-0.494532,0.0981421,0,0,0,47.8598,-13.8619,3.33986,0,0,0,-4.69115,0.44633,12.1537,0,0,0,-52.1654,10.9165,282.44,0,0,0
0.018,4.56393,-0.254877,0.051046,0,0,0,55.5163,-16.6929,3.99938,0,0,0,-3.74649,-0.0314004,13.7264,0,0,0,-54.7131,1.31362,334.946,0,0,0
0.019,4.93535,-0.0775195,0.0160612,0,0,0,60.3564,-18.5114,4.4262,0,0,0,-3.15234,-0.536453,14.6412,0,0,0,-56.0839,-5.18272,368.28,0,0,0
0.02,5.19417,0.0504095,-0.00929353,0,0,0,63.7988,-19.7923,4.7313,0,0,0,-2.76821,-0.993201,15.1891,0,0,0,-57.4751,-10.0745,392.074,0,0,0
0.021,5.37047,0.14153,-0.0274615,0,0,0,66.2965,-20.6921,4.95087,0,0,0,-2.51842,-1.35154,15.5413,0,0,0,-59.022,-13.4325,409.182,0,0,0
0.022,5.43946,0.198316,-0.0388903,0,0,0,68.4177,-21.4552,5.14014,0,0,0,-2.39841,-1.61053,15.8464,0,0,0,-60.4601,-16.6299,423.909,0,0,0
0.023,5.42837,0.225494,-0.044471,0,0,0,70.2106,-22.089,5.30107,0,0,0,-2.35138,-1.79102,16.0842,0,0,0,-61.9155,-19.4596,436.423,0,0,0
0.024,5.35001,0.227462,-0.0450369,0,0,0,71.7258,-22.6153,5.43846,0,0,0,-2.36383,-1.91348,16.2801,0,0,0,-63.3544,-21.9897,447.073,0,0,0
0.025,5.21666,0.208281,-0.0413599,0,0,0,73.0176,-23.0561,5.55726,0,0,0,-2.41939,-1.99592,16.4428,0,0,0,-64.76,-24.2864,456.228,0,0,0
0.026,5.03972,0.171736,-0.0341636,0,0,0,74.1308,-23.4297,5.66159,0,0,0,-2.50354,-2.05441,16.5805,0,0,0,-66.1189,-26.4041,464.191,0,0,0
0.027,4.82945,0.121337,-0.0241227,0,0,0,75.0993,-23.75,5.75458,0,0,0,-2.60433,-2.10198,16.6995,0,0,0,-67.4187,-28.3837,471.194,0,0,0
