"Timestamp","Actual_LeftTorqueX","Actual_LeftTorqueY","Actual_LeftTorqueZ","Target_LeftTorqueX","Target_LeftTorqueY","Target_LeftTorqueZ","Actual_RightTorqueX","Actual_RightTorqueY","Actual_RightTorqueZ","Target_RightTorqueX","Target_RightTorqueY","Target_RightTorqueZ","Actual_LeftForceX","Actual_LeftForceY","Actual_LeftForceZ","Target_LeftForceX","Target_LeftForceY","Target_LeftForceZ","Actual_RightForceX","Actual_RightForceY","Actual_RightForceZ","Target_RightForceX","Target_RightForceY","Target_RightForceZ"
0.001,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0.0670204,-0.369717,0.0718657,0,0,0,155.071,-67.285,14.9042,0,0,0,8.03669,-9.89968,19.3331,0,0,0,-136.009,-749.163,1350.08,0,0,0
0.003,0.539492,-0.803926,0.156275,0,0,0,159.91,-136.48,28.3184,0,0,0,21.1752,-14.9411,58.8348,0,0,0,-219.247,34.8945,2572.57,0,0,0
0.004,0.158703,-2.17457,0.422736,0,0,0,154.233,-55.3032,12.7067,0,0,0,15.3301,-19.3261,52.6026,0,0,0,-69.1482,-111.047,1025.89,0,0,0
0.005,-0.391425,-2.36421,0.459673,0,0,0,153.79,-48.961,11.5064,0,0,0,0.617305,-14.9561,24.8057,0,0,0,-111.548,-35.5476,954.726,0,0,0
0.006,-0.492915,-2.90987,0.565963,0,0,0,153.785,-48.8856,11.5071,0,0,0,-0.321304,-10.119,27.8162,0,0,0,-115.923,-24.4392,948.223,0,0,0
0.007,-0.387286,-3.39419,0.660515,0,0,0,153.671,-47.2587,11.1984,0,0,0,-2.12405,-5.42538,27.8124,0,0,0,-125.031,-12.4268,941.315,0,0,0
0.008,-0.204479,-3.55897,0.69306,0,0,0,101.579,-29.1069,6.99076,0,0,0,-6.9862,-0.768713,22.3087,0,0,0,-98.1147,25.0267,604.837,0,0,0
0.009,-0.0201401,-3.29883,0.642936,0,0,0,17.0387,-1.00463,0.423775,0,0,0,-13.1228,2.77944,10.8084,0,0,0,-52.4717,58.9664,74.1566,0,0,0
0.01,0.202035,-2.99787,0.58486,0,0,0,0.114123,2.67927,-0.515573,0,0,0,-15.1684,3.5183,3.82389,0,0,0,-29.0548,10.3942,-5.94755,0,0,0
0.011,0.53486,-2.53332,0.49483,0,0,0,0.588936,2.48375,-0.471517,0,0,0,-13.7199,2.29998,4.83818,0,0,0,-27.0239,14.417,-6.3784,0,0,0
0.012,0.97929,-2.05926,0.402825,0,0,0,3.71957,1.30078,-0.200989,0,0,0,-11.5177,0.543089,5.54237,0,0,0,-25.5459,22.6378,7.14318,0,0,0
0.013,1.49958,-1.62013,0.317487,0,0,0,13.7446,-1.20146,0.417839,0,0,0,-9.09704,-0.802618,6.67953,0,0,0,-37.4183,50.7639,51.0912,0,0,0
0.014,2.13096,-1.27291,0.249987,0,0,0,22.115,-3.19339,0.916578,0,0,0,-7.15424,-1.08357,7.98889,0,0,0,-48.9354,74.4508,88.2994,0,0,0
0.015,2.81658,-0.983146,0.193589,0,0,0,28.9891,-4.82997,1.32736,0,0,0,-6.21972,-0.321393,8.79325,0,0,0,-58.4342,94.4629,118.639,0,0,0
0.016,3.50912,-0.737554,0.145707,0,0,0,37.2895,-9.05905,2.26113,0,0,0,-5.5934,0.471498,9.97198,0,0,0,-55.6106,47.9007,196.223,0,0,0
0.017,4.06738,-0.489929,0.0972336,0,0,0,47.829,-13.8556,3.3382,0,0,0,-4.69129,0.446844,12.1409,0,0,0,-52.0496,11.0047,282.199,0,0,0
0.018,4.55723,-0.250224,0.0501255,0,0,0,55.5003,-16.6919,3.99895,0,0,0,-3.74576,-0.0290354,13.7187,0,0,0,-54.6013,1.38802,334.806,0,0,0
0.019,4.92925,-0.0729704,0.0151589,0,0,0,60.3474,-18.5129,4.42636,0,0,0,-3.15083,-0.532764,14.6355,0,0,0,-55.9729,-5.11477,368.186,0,0,0
0.02,5.18867,0.0545283,-0.0101128,0,0,0,63.791,-19.7955,4.73178,0,0,0,-2.76456,-0.988486,15.1857,0,0,0,-57.3456,-10.0177,391.995,0,0,0
0.021,5.36654,0.145641,-0.0282813,0,0,0,66.2891,-20.6934,4.95101,0,0,0,-2.51533,-1.3466,15.5348,0,0,0,-58.9232,-13.3602,409.096,0,0,0
0.022,5.43642,0.20218,-0.039663,0,0,0,68.4108,-21.4569,5.14034,0,0,0,-2.39695,-1.60624,15.8418,0,0,0,-60.3589,-16.5579,423.827,0,0,0
0.023,5.42625,0.229029,-0.04518,0,0,0,70.2048,-22.091,5.30134,0,0,0,-2.35023,-1.78679,16.0797,0,0,0,-61.815,-19.3884,436.348,0,0,0
0.024,5.34879,0.230629,-0.0456738,0,0,0,71.7208,-22.6175,5.43878,0,0,0,-2.36277,-1.90951,16.2759,0,0,0,-63.2559,-21.9196,447.004,0,0,0
0.025,5.21628,0.211051,-0.0419189,0,0,0,73.0132,-23.0584,5.55761,0,0,0,-2.41833,-1.99227,16.4389,0,0,0,-64.6641,-24.2177,456.163,0,0,0
0.026,5.0401,0.174092,-0.0346405,0,0,0,74.1267,-23.4319,5.66193,0,0,0,-2.50246,-2.05107,16.5769,0,0,0,-66.0258,-26.3372,464.129,0,0,0
0.027,4.83053,0.123266,-0.0245143,0,0,0,75.0954,-23.7522,5.75491,0,0,0,-2.60323,-2.09892,16.6961,0,0,0,-67.3286,-28.3191,471.135,0,0,0
